source,source_name,target,target_name,cluster,coef_mean,coef_abs,p,-logp,network,TF_target,cell_wall_related_gene
AT1G26960,ATHB-23,AT1G04430,AT1G04430,Elongation_Cortex_BRZ_8_BL,0.021189686,0.021189686,2.8299126494169022e-12,11.548226969585853,Cortex,AT1G26960_AT1G04430,TRUE
AT3G01220,ATHB-20,AT1G76670,URGT1,Elongation_Cortex_BRZ,0.020878805,0.020878805,8.966044277138553e-18,17.047399120782575,Cortex,AT3G01220_AT1G76670,TRUE
AT1G33240,AT-GTL1,AT3G28180,CSLC4,Elongation_Cortex_BRZ_2_BL,0.020655924,0.020655924,2.891207125930093e-14,13.538920794380438,Cortex,AT1G33240_AT3G28180,TRUE
AT3G01220,ATHB-20,AT2G34300,AT2G34300,Elongation_Cortex_BRZ_1_BL,0.020605106,0.020605106,1.2121171848986885e-12,11.91645539147775,Cortex,AT3G01220_AT2G34300,TRUE
AT1G26960,ATHB-23,AT1G76670,URGT1,Elongation_Cortex_BRZ_4_BL,0.020604696,0.020604696,4.711060195372823e-15,14.3268813465469,Cortex,AT1G26960_AT1G76670,TRUE
AT1G26960,ATHB-23,AT2G06850,XTH4,Elongation_Cortex_BRZ_1_BL,0.02059627,0.02059627,3.0138119272485463e-15,14.520883852720335,Cortex,AT1G26960_AT2G06850,TRUE
AT5G15150,HAT7,AT1G11580,ATPMEPCRA,Elongation_Cortex_BRZ_2_BL,0.020526746,0.020526746,1.2438517270975206e-13,12.905231386479,Cortex,AT5G15150_AT1G11580,TRUE
AT1G26960,ATHB-23,AT1G04430,AT1G04430,Elongation_Cortex_BRZ_0_5_BL,0.020461334,0.020461334,3.287423116252951e-12,11.483144395331855,Cortex,AT1G26960_AT1G04430,TRUE
AT3G01220,ATHB-20,AT2G34300,AT2G34300,Elongation_Cortex_BRZ_8_BL,0.020433113,0.020433113,1.258640195117799e-10,9.900098403019872,Cortex,AT3G01220_AT2G34300,TRUE
AT3G01220,ATHB-20,AT2G34300,AT2G34300,Elongation_Cortex_BRZ,0.02043288,0.02043288,4.010918188520604e-14,13.396756196317135,Cortex,AT3G01220_AT2G34300,TRUE
AT5G15150,HAT7,AT5G63800,BGAL6,Elongation_Cortex_BRZ_4_BL,0.020426659,0.020426659,1.131636695414416e-15,14.946292978184292,Cortex,AT5G15150_AT5G63800,TRUE
AT1G33240,AT-GTL1,AT3G19820,DIM,Elongation_Cortex_BRZ_8_BL,0.020426014,0.020426014,3.858734066796016e-13,12.413555150763326,Cortex,AT1G33240_AT3G19820,TRUE
AT3G01220,ATHB-20,AT1G64440,UGE4,Elongation_Cortex_BRZ_2_BL,0.020416131,0.020416131,1.5864783422152847e-14,13.799565852287548,Cortex,AT3G01220_AT1G64440,TRUE
AT1G33240,AT-GTL1,AT4G26690,GDPDL3,Elongation_Cortex_BRZ_2_BL,0.020413226,0.020413226,1.5381445709285967e-15,14.813002843074392,Cortex,AT1G33240_AT4G26690,TRUE
AT5G15150,HAT7,AT2G06850,XTH4,Elongation_Cortex_BRZ_2_BL,0.020258335,0.020258335,8.265059223524631e-14,13.082754030131518,Cortex,AT5G15150_AT2G06850,TRUE
AT1G33240,AT-GTL1,AT5G63800,BGAL6,Elongation_Cortex_BRZ_8_BL,0.020250466,0.020250466,3.37344937946536e-17,16.471925802296536,Cortex,AT1G33240_AT5G63800,TRUE
AT1G33240,AT-GTL1,AT3G28180,CSLC4,Elongation_Cortex_BRZ_4_BL,0.020221516,0.020221516,9.489862269763385e-16,15.022740090619685,Cortex,AT1G33240_AT3G28180,TRUE
AT5G15150,HAT7,AT1G76670,URGT1,Elongation_Cortex_BRZ_4_BL,0.019842464,0.019842464,5.36891135640364e-18,17.270113766411612,Cortex,AT5G15150_AT1G76670,TRUE
AT5G15150,HAT7,AT3G19820,DIM,Elongation_Cortex_BRZ_0_5_BL,0.019625835,0.019625835,2.6663913957026677e-18,17.5740761007895,Cortex,AT5G15150_AT3G19820,TRUE
AT1G69780,ATHB-13,AT3G19820,DIM,Elongation_Cortex_BRZ_4_BL,0.019582227,0.019582227,9.824951446435408e-13,12.007669587171089,Cortex,AT1G69780_AT3G19820,TRUE
AT1G26960,ATHB-23,AT2G22125,CSI1,Elongation_Cortex_BRZ_8_BL,0.01946408,0.01946408,2.2294719275449867e-14,13.651797991710454,Cortex,AT1G26960_AT2G22125,TRUE
AT3G01220,ATHB-20,AT5G15490,UGD3,Elongation_Cortex_BRZ_8_BL,0.019355632,0.019355632,4.421795349067376e-9,8.354401361446921,Cortex,AT3G01220_AT5G15490,TRUE
AT1G33240,AT-GTL1,AT1G11580,ATPMEPCRA,Elongation_Cortex_BRZ_2_BL,0.0193524,0.0193524,3.6661488677547135e-13,12.435789904040538,Cortex,AT1G33240_AT1G11580,TRUE
AT5G15150,HAT7,AT3G28180,CSLC4,Elongation_Cortex_BRZ_4_BL,0.019348856,0.019348856,4.063421643233371e-20,19.39110811052404,Cortex,AT5G15150_AT3G28180,TRUE
AT3G01220,ATHB-20,AT1G76670,URGT1,Elongation_Cortex_BRZ_4_BL,0.019339008,0.019339008,3.3597993088748075e-15,14.473686663577812,Cortex,AT3G01220_AT1G76670,TRUE
AT5G15150,HAT7,AT2G22125,CSI1,Elongation_Cortex_BRZ_4_BL,0.019300383,0.019300383,4.983894623362683e-20,19.30243114872768,Cortex,AT5G15150_AT2G22125,TRUE
AT1G26960,ATHB-23,AT1G76670,URGT1,Elongation_Cortex_BRZ_8_BL,0.019226145,0.019226145,8.119897249527288e-17,16.09044946635558,Cortex,AT1G26960_AT1G76670,TRUE
AT1G26960,ATHB-23,AT1G04430,AT1G04430,Elongation_Cortex_BRZ_1_BL,0.019195545,0.019195545,6.7427749590458305e-15,14.171161334713917,Cortex,AT1G26960_AT1G04430,TRUE
AT1G26960,ATHB-23,AT1G04430,AT1G04430,Elongation_Cortex_BRZ,0.01913001,0.01913001,1.8044541082542743e-14,13.743654158650399,Cortex,AT1G26960_AT1G04430,TRUE
AT1G33240,AT-GTL1,AT1G11580,ATPMEPCRA,Elongation_Cortex_BRZ_4_BL,0.01910709,0.01910709,1.1431764015275637e-13,12.941886749220709,Cortex,AT1G33240_AT1G11580,TRUE
AT5G15150,HAT7,AT1G26850,AT1G26850,Elongation_Cortex_BRZ_4_BL,0.01903328,0.01903328,9.504853506859036e-17,16.022054572291754,Cortex,AT5G15150_AT1G26850,TRUE
AT1G33240,AT-GTL1,AT2G22125,CSI1,Elongation_Cortex_BRZ_4_BL,0.018960327,0.018960327,1.781586208469624e-15,14.749193157900782,Cortex,AT1G33240_AT2G22125,TRUE
AT3G01220,ATHB-20,AT2G22125,CSI1,Elongation_Cortex_BRZ_8_BL,0.018944532,0.018944532,9.64841312362147e-15,14.015544109280627,Cortex,AT3G01220_AT2G22125,TRUE
AT3G01220,ATHB-20,AT2G06850,XTH4,Elongation_Cortex_BRZ_1_BL,0.0188995,0.0188995,2.601570979280822e-17,16.58476432064649,Cortex,AT3G01220_AT2G06850,TRUE
AT1G33240,AT-GTL1,AT2G06850,XTH4,Elongation_Cortex_BRZ_1_BL,0.018861692,0.018861692,1.2173254170392187e-15,14.91459331007484,Cortex,AT1G33240_AT2G06850,TRUE
AT1G33240,AT-GTL1,AT4G14360,AT4G14360,Elongation_Cortex_BRZ_1_BL,0.018811552,0.018811552,1.054467449584251e-12,11.976966821978673,Cortex,AT1G33240_AT4G14360,TRUE
AT3G01220,ATHB-20,AT2G34300,AT2G34300,Elongation_Cortex_BRZ_4_BL,0.018780965,0.018780965,3.415734542247053e-8,7.466515888368569,Cortex,AT3G01220_AT2G34300,TRUE
AT5G15150,HAT7,AT1G74380,XXT5,Elongation_Cortex_BRZ_2_BL,0.018537436,0.018537436,2.542593121394201e-11,10.594723132262818,Cortex,AT5G15150_AT1G74380,TRUE
AT1G69780,ATHB-13,AT5G15490,UGD3,Elongation_Cortex_BRZ,0.0184217,0.0184217,1.1700779872655447e-9,8.931785190980046,Cortex,AT1G69780_AT5G15490,TRUE
AT1G33240,AT-GTL1,AT1G04430,AT1G04430,Elongation_Cortex_BRZ_1_BL,0.018415568,0.018415568,1.5285787004674095e-15,14.815712196258254,Cortex,AT1G33240_AT1G04430,TRUE
AT1G69780,ATHB-13,AT3G28180,CSLC4,Elongation_Cortex_BRZ_2_BL,0.018406883,0.018406883,3.074166558546053e-14,13.512272606095266,Cortex,AT1G69780_AT3G28180,TRUE
AT5G15150,HAT7,AT1G29890,AT1G29890,Elongation_Cortex_BRZ_2_BL,0.018354112,0.018354112,2.0155776972142282e-12,11.695600455848309,Cortex,AT5G15150_AT1G29890,TRUE
AT1G33240,AT-GTL1,AT2G22125,CSI1,Elongation_Cortex_BRZ_8_BL,0.018340303,0.018340303,2.1454483779982547e-16,15.668481930639683,Cortex,AT1G33240_AT2G22125,TRUE
AT1G26960,ATHB-23,AT5G15490,UGD3,Elongation_Cortex_BRZ_2_BL,0.018229675,0.018229675,1.2523939944193533e-7,6.90225902361404,Cortex,AT1G26960_AT5G15490,TRUE
AT3G01220,ATHB-20,AT1G64440,UGE4,Elongation_Cortex_BRZ_4_BL,0.018161628,0.018161628,8.551125789750666e-19,18.067976704910347,Cortex,AT3G01220_AT1G64440,TRUE
AT1G26960,ATHB-23,AT1G76670,URGT1,Elongation_Cortex_BRZ_1_BL,0.018131293,0.018131293,1.3106187941452439e-17,16.88252360859486,Cortex,AT1G26960_AT1G76670,TRUE
AT1G26960,ATHB-23,AT2G22125,CSI1,Elongation_Cortex_BRZ,0.018127307,0.018127307,1.7043290540247232e-14,13.76844655243853,Cortex,AT1G26960_AT2G22125,TRUE
AT3G01220,ATHB-20,AT5G15490,UGD3,Elongation_Cortex_BRZ_0_5_BL,0.018101782,0.018101782,1.750972559004744e-7,6.756720660065156,Cortex,AT3G01220_AT5G15490,TRUE
AT1G33240,AT-GTL1,AT5G15490,UGD3,Elongation_Cortex_BRZ_1_BL,0.017860666,0.017860666,5.848512030215414e-10,9.232954612424573,Cortex,AT1G33240_AT5G15490,TRUE
AT1G33240,AT-GTL1,AT5G15490,UGD3,Elongation_Cortex_BRZ_4_BL,0.017675864,0.017675864,2.0105081240464495e-6,5.6966941676635745,Cortex,AT1G33240_AT5G15490,TRUE
AT1G26960,ATHB-23,AT2G22125,CSI1,Elongation_Cortex_BRZ_4_BL,0.017646985,0.017646985,1.3006782692812202e-16,15.885830115548655,Cortex,AT1G26960_AT2G22125,TRUE
AT3G01220,ATHB-20,AT1G64440,UGE4,Elongation_Cortex_BRZ_8_BL,0.017585594,0.017585594,1.4030243143231305e-17,16.852934802610367,Cortex,AT3G01220_AT1G64440,TRUE
AT5G15150,HAT7,AT1G76670,URGT1,Elongation_Cortex_BRZ_8_BL,0.017506646,0.017506646,1.017433279211887e-17,16.992494061139784,Cortex,AT5G15150_AT1G76670,TRUE
AT5G15150,HAT7,AT5G20950,AT5G20950,Elongation_Cortex_BRZ_0_5_BL,0.017506408,0.017506408,5.518489860327609e-13,12.25817975108507,Cortex,AT5G15150_AT5G20950,TRUE
AT1G69780,ATHB-13,AT1G76670,URGT1,Elongation_Cortex_BRZ_2_BL,0.017286317,0.017286317,6.386178654147464e-10,9.19475893618412,Cortex,AT1G69780_AT1G76670,TRUE
AT5G15150,HAT7,AT1G76670,URGT1,Elongation_Cortex_BRZ,0.017222285,0.017222285,1.8673567678881235e-22,21.72877269998186,Cortex,AT5G15150_AT1G76670,TRUE
AT1G33240,AT-GTL1,AT1G64440,UGE4,Elongation_Cortex_BRZ_2_BL,0.017102752,0.017102752,1.7262916705670552e-12,11.762885824949791,Cortex,AT1G33240_AT1G64440,TRUE
AT1G26960,ATHB-23,AT1G26850,AT1G26850,Elongation_Cortex_BRZ_2_BL,0.016896313,0.016896313,6.630171330335397e-15,14.178475248841403,Cortex,AT1G26960_AT1G26850,TRUE
AT3G01220,ATHB-20,AT2G06850,XTH4,Elongation_Cortex_BRZ_0_5_BL,0.016812792,0.016812792,3.797465672379331e-11,10.420506143301546,Cortex,AT3G01220_AT2G06850,TRUE
AT1G33240,AT-GTL1,AT2G06850,XTH4,Elongation_Cortex_BRZ_4_BL,0.01679626,0.01679626,1.801546436713785e-12,11.744354539009835,Cortex,AT1G33240_AT2G06850,TRUE
AT3G01220,ATHB-20,AT4G30280,XTH18,Elongation_Cortex_BRZ_4_BL,-0.016761841,0.016761841,2.3962663966435354e-11,10.620464902409157,Cortex,AT3G01220_AT4G30280,TRUE
AT3G01220,ATHB-20,AT1G76670,URGT1,Elongation_Cortex_BRZ_0_5_BL,0.016643934,0.016643934,9.0895057265359e-17,16.041459732407773,Cortex,AT3G01220_AT1G76670,TRUE
AT5G15150,HAT7,AT1G29890,AT1G29890,Elongation_Cortex_BRZ_4_BL,0.016632993,0.016632993,2.5405798355443335e-11,10.595067153207301,Cortex,AT5G15150_AT1G29890,TRUE
AT5G15150,HAT7,AT5G65810,CGR3,Elongation_Cortex_BRZ_4_BL,0.016548019,0.016548019,4.044265685398639e-18,17.393160321450875,Cortex,AT5G15150_AT5G65810,TRUE
AT5G15150,HAT7,AT1G76670,URGT1,Elongation_Cortex_BRZ_0_5_BL,0.016524944,0.016524944,2.9323137534016887e-19,18.53278956265271,Cortex,AT5G15150_AT1G76670,TRUE
AT3G01220,ATHB-20,AT1G76670,URGT1,Elongation_Cortex_BRZ_1_BL,0.01636399,0.01636399,2.233400957828117e-19,18.65103330194408,Cortex,AT3G01220_AT1G76670,TRUE
AT1G33240,AT-GTL1,AT2G06850,XTH4,Elongation_Cortex_BRZ_8_BL,0.01627738,0.01627738,4.203617304206415e-14,13.376376828856138,Cortex,AT1G33240_AT2G06850,TRUE
AT5G15150,HAT7,AT1G11580,ATPMEPCRA,Elongation_Cortex_BRZ_4_BL,0.016269173,0.016269173,3.273730414279153e-14,13.484957086809073,Cortex,AT5G15150_AT1G11580,TRUE
AT1G33240,AT-GTL1,AT2G22125,CSI1,Elongation_Cortex_BRZ,0.016198408,0.016198408,1.2269138866522678e-17,16.911185918009878,Cortex,AT1G33240_AT2G22125,TRUE
AT3G01220,ATHB-20,AT3G28180,CSLC4,Elongation_Cortex_BRZ_2_BL,0.01615676,0.01615676,8.825919928268782e-14,13.054240016937406,Cortex,AT3G01220_AT3G28180,TRUE
AT1G69780,ATHB-13,AT3G28180,CSLC4,Elongation_Cortex_BRZ_4_BL,0.016150102,0.016150102,9.122761590816804e-15,14.03987367459862,Cortex,AT1G69780_AT3G28180,TRUE
AT1G26960,ATHB-23,AT1G76670,URGT1,Elongation_Cortex_BRZ_0_5_BL,0.016108053,0.016108053,8.539742669483408e-18,17.06855521583408,Cortex,AT1G26960_AT1G76670,TRUE
AT1G33240,AT-GTL1,AT2G22125,CSI1,Elongation_Cortex_BRZ_0_5_BL,0.016074296,0.016074296,2.8302717187896337e-18,17.548171868254425,Cortex,AT1G33240_AT2G22125,TRUE
AT5G15150,HAT7,AT4G30280,XTH18,Elongation_Cortex_BRZ_4_BL,-0.015859734,0.015859734,4.719486105326407e-15,14.3261052881819,Cortex,AT5G15150_AT4G30280,TRUE
AT1G33240,AT-GTL1,AT2G22125,CSI1,Elongation_Cortex_BRZ_2_BL,0.015725972,0.015725972,6.984783264794089e-13,12.15584706533567,Cortex,AT1G33240_AT2G22125,TRUE
AT1G33240,AT-GTL1,AT3G19820,DIM,Elongation_Cortex_BRZ,0.015646026,0.015646026,1.6307453453270272e-15,14.787613852420176,Cortex,AT1G33240_AT3G19820,TRUE
AT5G15150,HAT7,AT2G22125,CSI1,Elongation_Cortex_BRZ_8_BL,0.015578947,0.015578947,2.3363648161799734e-17,16.631459342517065,Cortex,AT5G15150_AT2G22125,TRUE
AT1G33240,AT-GTL1,AT4G26690,GDPDL3,Elongation_Cortex_BRZ_4_BL,0.015566304,0.015566304,5.469033069382193e-13,12.262089450586453,Cortex,AT1G33240_AT4G26690,TRUE
AT5G15150,HAT7,AT2G22125,CSI1,Elongation_Cortex_BRZ_0_5_BL,0.015558332,0.015558332,1.2856716623109668e-19,18.890869928342703,Cortex,AT5G15150_AT2G22125,TRUE
AT3G01220,ATHB-20,AT4G30280,XTH18,Elongation_Cortex_BRZ_2_BL,-0.015558068,0.015558068,2.387654274432861e-9,8.622028557599597,Cortex,AT3G01220_AT4G30280,TRUE
AT1G69780,ATHB-13,AT2G20750,EXPB1,Elongation_Cortex_BRZ_2_BL,0.015534913,0.015534913,1.3063795827741838e-15,14.88393061574674,Cortex,AT1G69780_AT2G20750,TRUE
AT5G15150,HAT7,AT2G20750,EXPB1,Elongation_Cortex_BRZ_4_BL,0.015384169,0.015384169,5.619796919046241e-17,16.250279378119757,Cortex,AT5G15150_AT2G20750,TRUE
AT1G33240,AT-GTL1,AT3G19820,DIM,Elongation_Cortex_BRZ_0_5_BL,0.015352623,0.015352623,7.922413891665236e-14,13.101142472437802,Cortex,AT1G33240_AT3G19820,TRUE
AT5G15150,HAT7,AT5G63800,BGAL6,Elongation_Cortex_BRZ_8_BL,0.0153476875,0.0153476875,7.007659536461082e-18,17.154427006301745,Cortex,AT5G15150_AT5G63800,TRUE
AT1G26960,ATHB-23,AT3G56310,AGAL3,Elongation_Cortex_BRZ_8_BL,0.015263984,0.015263984,2.3739016690936832e-12,11.624537274199644,Cortex,AT1G26960_AT3G56310,TRUE
AT3G01220,ATHB-20,AT2G22125,CSI1,Elongation_Cortex_BRZ_4_BL,0.015049676,0.015049676,4.288551957928327e-12,11.367689323861981,Cortex,AT3G01220_AT2G22125,TRUE
AT1G69780,ATHB-13,AT5G63800,BGAL6,Elongation_Cortex_BRZ_2_BL,0.014986767,0.014986767,3.0980846902660614e-11,10.508906714397183,Cortex,AT1G69780_AT5G63800,TRUE
AT5G15150,HAT7,AT5G03760,CSLA9,Elongation_Cortex_BRZ_4_BL,0.014969367,0.014969367,1.5289034513137235e-19,18.81561993897329,Cortex,AT5G15150_AT5G03760,TRUE
AT1G26960,ATHB-23,AT5G63800,BGAL6,Elongation_Cortex_BRZ_4_BL,0.01483561,0.01483561,1.2907562238978966e-12,11.889155772150973,Cortex,AT1G26960_AT5G63800,TRUE
AT1G69780,ATHB-13,AT1G11580,ATPMEPCRA,Elongation_Cortex_BRZ_4_BL,0.014833154,0.014833154,3.841536657425232e-12,11.415495018250576,Cortex,AT1G69780_AT1G11580,TRUE
AT3G01220,ATHB-20,AT2G06850,XTH4,Elongation_Cortex_BRZ_2_BL,0.014800764,0.014800764,2.6626529398242512e-11,10.574685437444614,Cortex,AT3G01220_AT2G06850,TRUE
AT1G26960,ATHB-23,AT3G28180,CSLC4,Elongation_Cortex_BRZ,0.014708481,0.014708481,1.021015464024007e-16,15.990967680156542,Cortex,AT1G26960_AT3G28180,TRUE
AT3G01220,ATHB-20,AT2G06850,XTH4,Elongation_Cortex_BRZ_8_BL,0.01466058,0.01466058,6.482195097208132e-14,13.188277901973072,Cortex,AT3G01220_AT2G06850,TRUE
AT5G15150,HAT7,AT3G28180,CSLC4,Elongation_Cortex_BRZ_8_BL,0.01465993,0.01465993,4.745198570381265e-18,17.323745609113097,Cortex,AT5G15150_AT3G28180,TRUE
AT1G33240,AT-GTL1,AT5G63800,BGAL6,Elongation_Cortex_BRZ_2_BL,0.01463191,0.01463191,1.8521736203135017e-13,12.73231830555369,Cortex,AT1G33240_AT5G63800,TRUE
AT5G15150,HAT7,AT3G28550,AT3G28550,Elongation_Cortex_BRZ_2_BL,-0.014628236,0.014628236,1.5081955027780902e-15,14.821542358549504,Cortex,AT5G15150_AT3G28550,TRUE
AT1G33240,AT-GTL1,AT1G11580,ATPMEPCRA,Elongation_Cortex_BRZ_0_5_BL,0.014586384,0.014586384,1.3370872271118916e-13,12.873840259890084,Cortex,AT1G33240_AT1G11580,TRUE
AT3G01220,ATHB-20,AT3G19820,DIM,Elongation_Cortex_BRZ_0_5_BL,0.014538117,0.014538117,4.7734712964849575e-14,13.321165684561459,Cortex,AT3G01220_AT3G19820,TRUE
AT1G69780,ATHB-13,AT5G63800,BGAL6,Elongation_Cortex_BRZ_4_BL,0.014518661,0.014518661,3.804217185941906e-12,11.419734696791515,Cortex,AT1G69780_AT5G63800,TRUE
AT1G69780,ATHB-13,AT1G34350,AT1G34350,Elongation_Cortex_BRZ_2_BL,0.0144684035,0.0144684035,5.678295580997625e-18,17.245782004227372,Cortex,AT1G69780_AT1G34350,TRUE
AT3G01220,ATHB-20,AT5G20950,AT5G20950,Elongation_Cortex_BRZ,0.014461611,0.014461611,3.050075688166888e-12,11.515689383425224,Cortex,AT3G01220_AT5G20950,TRUE
AT1G69780,ATHB-13,AT1G11580,ATPMEPCRA,Elongation_Cortex_BRZ_8_BL,0.014461503,0.014461503,1.439019590902193e-13,12.841933293511065,Cortex,AT1G69780_AT1G11580,TRUE
AT5G15150,HAT7,AT1G11580,ATPMEPCRA,Elongation_Cortex_BRZ_0_5_BL,0.0144505035,0.0144505035,1.6069950991192404e-16,15.793985447710032,Cortex,AT5G15150_AT1G11580,TRUE
AT1G26960,ATHB-23,AT5G63800,BGAL6,Elongation_Cortex_BRZ_2_BL,0.014368222,0.014368222,6.589854672038136e-11,10.181124162921597,Cortex,AT1G26960_AT5G63800,TRUE
AT5G15150,HAT7,AT2G20750,EXPB1,Elongation_Cortex_BRZ_2_BL,0.014325274,0.014325274,2.3856187572172246e-19,18.622398959184544,Cortex,AT5G15150_AT2G20750,TRUE
AT5G15150,HAT7,AT1G11580,ATPMEPCRA,Elongation_Cortex_BRZ,0.014298865,0.014298865,5.1697477640552454e-18,17.286530645948858,Cortex,AT5G15150_AT1G11580,TRUE
AT1G33240,AT-GTL1,AT4G14360,AT4G14360,Elongation_Cortex_BRZ_0_5_BL,0.014265857,0.014265857,3.569005637890314e-11,10.447452765997067,Cortex,AT1G33240_AT4G14360,TRUE
AT1G26960,ATHB-23,AT2G22125,CSI1,Elongation_Cortex_BRZ_0_5_BL,0.014243268,0.014243268,1.2672947971623423e-14,13.897122348108862,Cortex,AT1G26960_AT2G22125,TRUE
AT3G01220,ATHB-20,AT2G34300,AT2G34300,Elongation_Cortex_BRZ_2_BL,0.014154004,0.014154004,1.8183531800852833e-7,6.74032175958202,Cortex,AT3G01220_AT2G34300,TRUE
AT1G33240,AT-GTL1,AT3G28180,CSLC4,Elongation_Cortex_BRZ,0.014081212,0.014081212,6.9576134537581066e-15,14.15753970314852,Cortex,AT1G33240_AT3G28180,TRUE
AT5G15150,HAT7,AT3G19820,DIM,Elongation_Cortex_BRZ_1_BL,0.01405823,0.01405823,9.476817329853048e-15,14.023337490526545,Cortex,AT5G15150_AT3G19820,TRUE
AT1G26960,ATHB-23,AT2G22125,CSI1,Elongation_Cortex_BRZ_1_BL,0.014028516,0.014028516,8.466024610656584e-14,13.072320473370063,Cortex,AT1G26960_AT2G22125,TRUE
AT1G26960,ATHB-23,AT2G33570,GALS1,Elongation_Cortex_BRZ_2_BL,0.013979118,0.013979118,2.089196310234391e-15,14.680020749849335,Cortex,AT1G26960_AT2G33570,TRUE
AT1G33240,AT-GTL1,AT4G02500,XXT2,Elongation_Cortex_BRZ_2_BL,0.013963029,0.013963029,7.76616989107074e-15,14.109793113152898,Cortex,AT1G33240_AT4G02500,TRUE
AT1G33240,AT-GTL1,AT3G28180,CSLC4,Elongation_Cortex_BRZ_8_BL,0.013950135,0.013950135,1.0692679000516835e-13,12.97091347071473,Cortex,AT1G33240_AT3G28180,TRUE
AT1G69780,ATHB-13,AT1G29890,AT1G29890,Elongation_Cortex_BRZ_2_BL,0.013906514,0.013906514,2.2703669492469246e-9,8.643903944060737,Cortex,AT1G69780_AT1G29890,TRUE
AT5G15150,HAT7,AT1G29890,AT1G29890,Elongation_Cortex_BRZ_8_BL,0.013777613,0.013777613,6.1164445184822335e-12,11.21350095934398,Cortex,AT5G15150_AT1G29890,TRUE
AT1G33240,AT-GTL1,AT2G22125,CSI1,Elongation_Cortex_BRZ_1_BL,0.0137446,0.0137446,9.452211848654164e-17,16.024466553261583,Cortex,AT1G33240_AT2G22125,TRUE
AT1G69780,ATHB-13,AT3G19820,DIM,Elongation_Cortex_BRZ_8_BL,0.013695514,0.013695514,3.148137640015096e-11,10.501946288068918,Cortex,AT1G69780_AT3G19820,TRUE
AT3G01220,ATHB-20,AT3G19820,DIM,Elongation_Cortex_BRZ,0.013612519,0.013612519,2.411398357163724e-13,12.61773103930015,Cortex,AT3G01220_AT3G19820,TRUE
AT1G69780,ATHB-13,AT1G11580,ATPMEPCRA,Elongation_Cortex_BRZ_2_BL,0.013605112,0.013605112,5.128160468483567e-11,10.290038393495761,Cortex,AT1G69780_AT1G11580,TRUE
AT1G33240,AT-GTL1,AT3G28180,CSLC4,Elongation_Cortex_BRZ_0_5_BL,0.013588933,0.013588933,2.2711629223476653e-15,14.643751710457213,Cortex,AT1G33240_AT3G28180,TRUE
AT5G15150,HAT7,AT1G26850,AT1G26850,Elongation_Cortex_BRZ_8_BL,0.0135799395,0.0135799395,3.0977312412868342e-15,14.508956264268637,Cortex,AT5G15150_AT1G26850,TRUE
AT5G15150,HAT7,AT1G76670,URGT1,Elongation_Cortex_BRZ_1_BL,0.013560194,0.013560194,9.062116093268549e-22,21.04277037844651,Cortex,AT5G15150_AT1G76670,TRUE
AT1G33240,AT-GTL1,AT3G19820,DIM,Elongation_Cortex_BRZ_1_BL,0.013498401,0.013498401,1.0524929964243264e-12,11.977780785396702,Cortex,AT1G33240_AT3G19820,TRUE
AT5G15150,HAT7,AT1G26850,AT1G26850,Elongation_Cortex_BRZ,0.013493774,0.013493774,1.540576618217003e-14,13.812316697839474,Cortex,AT5G15150_AT1G26850,TRUE
AT1G69780,ATHB-13,AT3G21190,MSR1,Elongation_Cortex_BRZ_2_BL,0.013434241,0.013434241,1.9304343544256571e-19,18.714344962232335,Cortex,AT1G69780_AT3G21190,TRUE
AT5G15150,HAT7,AT1G74380,XXT5,Elongation_Cortex_BRZ_4_BL,0.013329337,0.013329337,1.0862817612920359e-11,10.964057512221332,Cortex,AT5G15150_AT1G74380,TRUE
AT1G26960,ATHB-23,AT5G15490,UGD3,Elongation_Cortex_BRZ_0_5_BL,0.013323529,0.013323529,9.765894216548852e-7,6.010287984272448,Cortex,AT1G26960_AT5G15490,TRUE
AT3G01220,ATHB-20,AT5G15490,UGD3,Elongation_Cortex_BRZ_1_BL,0.013297428,0.013297428,8.363772419228139e-9,8.077597792977523,Cortex,AT3G01220_AT5G15490,TRUE
AT1G26960,ATHB-23,AT5G63800,BGAL6,Elongation_Cortex_BRZ_8_BL,0.013268537,0.013268537,7.617839378858247e-18,17.11816818862059,Cortex,AT1G26960_AT5G63800,TRUE
AT5G15150,HAT7,AT3G28180,CSLC4,Elongation_Cortex_BRZ,0.013147913,0.013147913,2.1508681521465286e-19,18.667386210974794,Cortex,AT5G15150_AT3G28180,TRUE
AT1G33240,AT-GTL1,AT4G02500,XXT2,Elongation_Cortex_BRZ_4_BL,0.013147041,0.013147041,3.217019535768005e-18,17.492546301780504,Cortex,AT1G33240_AT4G02500,TRUE
AT5G15150,HAT7,AT5G63800,BGAL6,Elongation_Cortex_BRZ_0_5_BL,0.013034831,0.013034831,2.0755441793454288e-16,15.682868017938688,Cortex,AT5G15150_AT5G63800,TRUE
AT1G26960,ATHB-23,AT5G15490,UGD3,Elongation_Cortex_BRZ_8_BL,0.0129792215,0.0129792215,1.6704051013559612e-7,6.777178192356375,Cortex,AT1G26960_AT5G15490,TRUE
AT1G69780,ATHB-13,AT3G19820,DIM,Elongation_Cortex_BRZ_0_5_BL,0.012903479,0.012903479,1.4336330048914541e-12,11.84356200930218,Cortex,AT1G69780_AT3G19820,TRUE
