source,source_name,target,target_name,cluster,coef_mean,coef_abs,p,-logp,network,TF_target,cell_wall_related_gene
AT5G15150,HAT7,AT1G13420,SOT8,Elongation_Cortex_BRZ_1_BL,-0.010959358,0.010959358,9.122680655795203e-20,19.039877527575467,Cortex,AT5G15150_AT1G13420,FALSE
AT3G01220,ATHB-20,AT3G07460,AT3G07460,Elongation_Cortex_BRZ_4_BL,0.010957057,0.010957057,7.090684980160838e-13,12.149311808718943,Cortex,AT3G01220_AT3G07460,FALSE
AT5G15150,HAT7,AT3G47670,AT3G47670,Elongation_Cortex_BRZ_8_BL,0.010952928,0.010952928,6.3982423000260265e-6,5.1939393173041575,Cortex,AT5G15150_AT3G47670,FALSE
AT3G01220,ATHB-20,AT1G48240,NPSN12,Elongation_Cortex_BRZ_8_BL,0.010952291,0.010952291,2.6301000537078725e-12,11.580027729857504,Cortex,AT3G01220_AT1G48240,FALSE
AT3G01220,ATHB-20,AT5G59880,ADF3,Elongation_Cortex_BRZ_1_BL,0.010952104,0.010952104,8.096711401939159e-16,15.091691340380363,Cortex,AT3G01220_AT5G59880,FALSE
AT1G26960,ATHB-23,AT3G20110,CYP705A20,Elongation_Cortex_BRZ,0.010949001,0.010949001,2.5012520780309e-16,15.601842537545346,Cortex,AT1G26960_AT3G20110,FALSE
AT5G15150,HAT7,AT1G65010,AT1G65010,Elongation_Cortex_BRZ,0.010948153,0.010948153,2.8004717944157044e-12,11.552768797068193,Cortex,AT5G15150_AT1G65010,FALSE
AT1G26960,ATHB-23,AT3G15950,NAI2,Elongation_Cortex_BRZ_2_BL,-0.010947431,0.010947431,3.8545590994326814e-10,9.414025291188697,Cortex,AT1G26960_AT3G15950,FALSE
AT5G15150,HAT7,AT3G15950,NAI2,Elongation_Cortex_BRZ_2_BL,-0.0109470235,0.0109470235,7.77909779129846e-13,12.109070768946216,Cortex,AT5G15150_AT3G15950,FALSE
AT3G01220,ATHB-20,AT3G12610,DRT100,Elongation_Cortex_BRZ_8_BL,0.01092779,0.01092779,6.070635687810234e-13,12.216765829311393,Cortex,AT3G01220_AT3G12610,FALSE
AT3G01220,ATHB-20,AT3G10525,SMR1,Elongation_Cortex_BRZ,0.010926875,0.010926875,3.858383789526557e-12,11.413594575711395,Cortex,AT3G01220_AT3G10525,FALSE
AT1G33240,AT-GTL1,AT3G27390,AT3G27390,Elongation_Cortex_BRZ_4_BL,0.010922076,0.010922076,2.2706149587677077e-10,9.643856505348747,Cortex,AT1G33240_AT3G27390,FALSE
AT1G69780,ATHB-13,AT3G01220,ATHB-20,Elongation_Cortex_BRZ_2_BL,0.010918799,0.010918799,3.903464199473112e-11,10.408549799402298,Cortex,AT1G69780_AT3G01220,FALSE
AT1G26960,ATHB-23,AT1G71950,AT1G71950,Elongation_Cortex_BRZ_2_BL,-0.010914817,0.010914817,1.4180796497206395e-14,13.848299375314669,Cortex,AT1G26960_AT1G71950,FALSE
AT5G15150,HAT7,AT5G12940,AT5G12940,Elongation_Cortex_BRZ_1_BL,0.010913946,0.010913946,7.628103165305639e-17,16.117583442026138,Cortex,AT5G15150_AT5G12940,FALSE
AT3G01220,ATHB-20,AT1G30690,PATL4,Elongation_Cortex_BRZ_0_5_BL,0.010913743,0.010913743,9.828666995842145e-13,12.007505378974155,Cortex,AT3G01220_AT1G30690,FALSE
AT1G33240,AT-GTL1,AT4G08685,SAH7,Elongation_Cortex_BRZ,0.010913209,0.010913209,3.1896965209739315e-12,11.4962506352927,Cortex,AT1G33240_AT4G08685,FALSE
AT1G33240,AT-GTL1,AT1G76470,AT1G76470,Elongation_Cortex_BRZ,0.010912725,0.010912725,1.6818414822673272e-7,6.774214939941681,Cortex,AT1G33240_AT1G76470,FALSE
AT1G69780,ATHB-13,AT1G26300,AT1G26300,Elongation_Cortex_BRZ_1_BL,0.010910234,0.010910234,2.342705529532568e-13,12.630282297376676,Cortex,AT1G69780_AT1G26300,FALSE
AT3G01220,ATHB-20,AT5G01220,SQD2,Elongation_Cortex_BRZ_4_BL,0.0109089045,0.0109089045,1.8453645860736325e-14,13.733917818080721,Cortex,AT3G01220_AT5G01220,FALSE
AT3G01220,ATHB-20,AT3G21680,AT3G21680,Elongation_Cortex_BRZ_4_BL,0.010908051,0.010908051,2.2196533021107554e-15,14.653714854710895,Cortex,AT3G01220_AT3G21680,FALSE
AT1G69780,ATHB-13,AT5G12940,AT5G12940,Elongation_Cortex_BRZ_0_5_BL,0.010901332,0.010901332,2.749574071742006e-14,13.560734576212868,Cortex,AT1G69780_AT5G12940,FALSE
AT5G15150,HAT7,AT3G08030,AT3G08030,Elongation_Cortex_BRZ,0.010901055,0.010901055,1.736856866683235e-18,17.76023597002207,Cortex,AT5G15150_AT3G08030,FALSE
AT1G33240,AT-GTL1,AT5G51040,AT5G51040,Elongation_Cortex_BRZ_0_5_BL,-0.010898026,0.010898026,1.4790606099408985e-11,10.830014028826946,Cortex,AT1G33240_AT5G51040,FALSE
AT5G15150,HAT7,AT5G45510,AT5G45510,Elongation_Cortex_BRZ_4_BL,0.010896057,0.010896057,2.2794359713421837e-13,12.642172602489577,Cortex,AT5G15150_AT5G45510,FALSE
AT1G69780,ATHB-13,AT5G26740,AT5G26740,Elongation_Cortex_BRZ_4_BL,-0.010895219,0.010895219,1.9663514631888137e-7,6.706338854315952,Cortex,AT1G69780_AT5G26740,FALSE
AT1G26960,ATHB-23,AT3G12610,DRT100,Elongation_Cortex_BRZ_8_BL,0.010893421,0.010893421,3.018666607920448e-19,18.520184849327265,Cortex,AT1G26960_AT3G12610,FALSE
AT1G33240,AT-GTL1,AT4G25260,PMEI7,Elongation_Cortex_BRZ,0.010887551,0.010887551,3.751303525502539e-16,15.425817794788804,Cortex,AT1G33240_AT4G25260,FALSE
AT1G26960,ATHB-23,AT4G32330,WDL5,Elongation_Cortex_BRZ_4_BL,0.010881217,0.010881217,4.800367738892369e-15,14.318725491613101,Cortex,AT1G26960_AT4G32330,FALSE
AT1G33240,AT-GTL1,AT1G09970,LRR XI-23,Elongation_Cortex_BRZ,0.010881073,0.010881073,2.3378203086565077e-15,14.631188872968016,Cortex,AT1G33240_AT1G09970,FALSE
AT1G33240,AT-GTL1,AT1G62480,AT1G62480,Elongation_Cortex_BRZ_4_BL,0.010879885,0.010879885,6.476905330617911e-13,12.188632450744581,Cortex,AT1G33240_AT1G62480,FALSE
AT1G26960,ATHB-23,AT3G14940,PPC3,Elongation_Cortex_BRZ_0_5_BL,-0.010879638,0.010879638,8.534973732024259e-18,17.06879781116957,Cortex,AT1G26960_AT3G14940,FALSE
AT1G26960,ATHB-23,AT1G65840,PAO4,Elongation_Cortex_BRZ_8_BL,0.010874245,0.010874245,3.2682040555059154e-11,10.485690835427997,Cortex,AT1G26960_AT1G65840,FALSE
AT1G69780,ATHB-13,AT1G76160,sks5,Elongation_Cortex_BRZ_2_BL,0.010872964,0.010872964,3.4796401791618647e-11,10.458465663031536,Cortex,AT1G69780_AT1G76160,FALSE
AT1G26960,ATHB-23,AT4G32330,WDL5,Elongation_Cortex_BRZ_8_BL,0.010871574,0.010871574,2.560599424422368e-16,15.59165835646708,Cortex,AT1G26960_AT4G32330,FALSE
AT1G26960,ATHB-23,AT2G27050,EIL1,Elongation_Cortex_BRZ_4_BL,0.010862229,0.010862229,7.948938011566711e-17,16.09969088977429,Cortex,AT1G26960_AT2G27050,FALSE
AT1G69780,ATHB-13,AT4G31800,WRKY18,Elongation_Cortex_BRZ_2_BL,-0.01086043,0.01086043,2.1447328074009007e-9,8.668626804877528,Cortex,AT1G69780_AT4G31800,FALSE
AT1G26960,ATHB-23,AT4G21850,MSRB9,Elongation_Cortex_BRZ,0.010859499,0.010859499,5.587454165619336e-16,15.252786026401438,Cortex,AT1G26960_AT4G21850,FALSE
AT3G01220,ATHB-20,AT1G20440,COR47,Elongation_Cortex_BRZ_8_BL,-0.010859016,0.010859016,7.496458632852138e-19,18.12514385119928,Cortex,AT3G01220_AT1G20440,FALSE
AT1G33240,AT-GTL1,AT3G57650,LPAT2,Elongation_Cortex_BRZ_0_5_BL,0.010857862,0.010857862,2.131299630573417e-11,10.671355490334065,Cortex,AT1G33240_AT3G57650,FALSE
AT1G33240,AT-GTL1,AT2G03350,AT2G03350,Elongation_Cortex_BRZ,0.010855897,0.010855897,1.642676876451789e-11,10.784447856269729,Cortex,AT1G33240_AT2G03350,FALSE
AT1G33240,AT-GTL1,AT1G54217,AT1G54217,Elongation_Cortex_BRZ_2_BL,-0.01085509,0.01085509,4.4193680490029594e-12,11.354639828490889,Cortex,AT1G33240_AT1G54217,FALSE
AT1G33240,AT-GTL1,AT4G12730,FLA2,Elongation_Cortex_BRZ_4_BL,0.010853662,0.010853662,7.021520525912834e-13,12.15356883024803,Cortex,AT1G33240_AT4G12730,FALSE
AT1G33240,AT-GTL1,AT5G02550,AT5G02550,Elongation_Cortex_BRZ_8_BL,0.01084954,0.01084954,4.524248920916505e-16,15.344453508519685,Cortex,AT1G33240_AT5G02550,FALSE
AT1G69780,ATHB-13,AT5G58710,CYP20-1,Elongation_Cortex_BRZ_4_BL,0.010846054,0.010846054,3.4909903252438463e-11,10.45705135476618,Cortex,AT1G69780_AT5G58710,FALSE
AT1G26960,ATHB-23,AT1G10120,BHLH74,Elongation_Cortex_BRZ,0.010843117,0.010843117,1.4489675573279938e-15,14.838941338359858,Cortex,AT1G26960_AT1G10120,FALSE
AT1G26960,ATHB-23,AT4G31860,AT4G31860,Elongation_Cortex_BRZ_4_BL,0.0108417645,0.0108417645,4.92340840362707e-9,8.307734137397063,Cortex,AT1G26960_AT4G31860,FALSE
AT1G69780,ATHB-13,AT5G42420,URGT3,Elongation_Cortex_BRZ,0.010839474,0.010839474,2.2260831569675727e-13,12.652458616309668,Cortex,AT1G69780_AT5G42420,FALSE
AT1G69780,ATHB-13,AT5G47490,SEC16B,Elongation_Cortex_BRZ_4_BL,0.0108383875,0.0108383875,4.021135485151253e-13,12.395651293854986,Cortex,AT1G69780_AT5G47490,FALSE
AT5G15150,HAT7,AT2G31570,GPX2,Elongation_Cortex_BRZ_4_BL,-0.010830262,0.010830262,2.0982558349140053e-10,9.678141560509658,Cortex,AT5G15150_AT2G31570,FALSE
AT1G69780,ATHB-13,AT5G42420,URGT3,Elongation_Cortex_BRZ_0_5_BL,0.010828654,0.010828654,1.8611655462007256e-12,11.730214995701097,Cortex,AT1G69780_AT5G42420,FALSE
AT5G15150,HAT7,AT5G15230,GASA4,Elongation_Cortex_BRZ_4_BL,0.010828246,0.010828246,9.446504538705126e-21,20.024728862430305,Cortex,AT5G15150_AT5G15230,FALSE
AT1G69780,ATHB-13,AT1G16560,AT1G16560,Elongation_Cortex_BRZ,0.010827701,0.010827701,9.20191462790057e-14,13.036121800282665,Cortex,AT1G69780_AT1G16560,FALSE
AT1G26960,ATHB-23,AT1G15210,ABCG35,Elongation_Cortex_BRZ_4_BL,0.010821885,0.010821885,1.392114658715689e-9,8.85632499346338,Cortex,AT1G26960_AT1G15210,FALSE
AT1G26960,ATHB-23,AT5G14030,AT5G14030,Elongation_Cortex_BRZ_1_BL,0.010819909,0.010819909,1.0635377177913111e-13,12.973247103468664,Cortex,AT1G26960_AT5G14030,FALSE
AT3G01220,ATHB-20,AT1G04850,AT1G04850,Elongation_Cortex_BRZ_0_5_BL,0.010816053,0.010816053,7.989793688446771e-10,9.097464434844447,Cortex,AT3G01220_AT1G04850,FALSE
AT1G33240,AT-GTL1,AT5G08080,SYP132,Elongation_Cortex_BRZ_1_BL,0.01081205,0.01081205,8.366138605096031e-13,12.077474944568952,Cortex,AT1G33240_AT5G08080,FALSE
AT1G69780,ATHB-13,AT1G44830,ERF014,Elongation_Cortex_BRZ_4_BL,0.010810053,0.010810053,8.419145208034314e-11,10.074731999982383,Cortex,AT1G69780_AT1G44830,FALSE
AT1G69780,ATHB-13,AT5G24165,AT5G24165,Elongation_Cortex_BRZ_0_5_BL,-0.010808074,0.010808074,2.6533117004069642e-11,10.576211727848394,Cortex,AT1G69780_AT5G24165,FALSE
AT1G69780,ATHB-13,AT5G10840,TMN8,Elongation_Cortex_BRZ_8_BL,0.010806798,0.010806798,2.4713193473402408e-12,11.60707113083168,Cortex,AT1G69780_AT5G10840,FALSE
AT1G69780,ATHB-13,AT1G19870,IQD32,Elongation_Cortex_BRZ_4_BL,0.010805302,0.010805302,9.18087988401083e-14,13.037115694565788,Cortex,AT1G69780_AT1G19870,FALSE
AT1G26960,ATHB-23,AT1G13280,AOC4,Elongation_Cortex_BRZ_1_BL,0.010803994,0.010803994,1.601130647923451e-14,13.7955732293816,Cortex,AT1G26960_AT1G13280,FALSE
AT1G26960,ATHB-23,AT5G17460,AT5G17460,Elongation_Cortex_BRZ_8_BL,-0.010803699,0.010803699,2.5061574836495596e-14,13.6009916419887,Cortex,AT1G26960_AT5G17460,FALSE
AT1G33240,AT-GTL1,AT5G35200,AT5G35200,Elongation_Cortex_BRZ_8_BL,0.0108022755,0.0108022755,2.5679754689068963e-12,11.590409129267226,Cortex,AT1G33240_AT5G35200,FALSE
AT5G15150,HAT7,AT5G56360,PSL4,Elongation_Cortex_BRZ_1_BL,0.010802234,0.010802234,1.23702936934457e-13,12.90761998930146,Cortex,AT5G15150_AT5G56360,FALSE
AT1G33240,AT-GTL1,AT1G41830,SKS6,Elongation_Cortex_BRZ_2_BL,0.010798253,0.010798253,4.220010588288149e-14,13.374686459363126,Cortex,AT1G33240_AT1G41830,FALSE
AT1G26960,ATHB-23,AT5G44380,AT5G44380,Elongation_Cortex_BRZ_8_BL,-0.010796942,0.010796942,6.72365042961171e-14,13.17239487411971,Cortex,AT1G26960_AT5G44380,FALSE
AT5G15150,HAT7,AT1G15210,ABCG35,Elongation_Cortex_BRZ_4_BL,0.010796755,0.010796755,2.0177901793715238e-9,8.69512399601722,Cortex,AT5G15150_AT1G15210,FALSE
AT1G33240,AT-GTL1,AT3G28200,PER31,Elongation_Cortex_BRZ_4_BL,0.01079589,0.01079589,6.471386329211656e-14,13.189002672865687,Cortex,AT1G33240_AT3G28200,FALSE
AT1G69780,ATHB-13,AT5G60980,AT5G60980,Elongation_Cortex_BRZ_4_BL,0.010793545,0.010793545,1.429221033053084e-11,10.844900601151604,Cortex,AT1G69780_AT5G60980,FALSE
AT1G69780,ATHB-13,AT2G20120,COV1,Elongation_Cortex_BRZ_0_5_BL,0.010791787,0.010791787,2.2450351848466286e-9,8.648776848217453,Cortex,AT1G69780_AT2G20120,FALSE
AT1G26960,ATHB-23,AT5G55960,AT5G55960,Elongation_Cortex_BRZ_4_BL,0.010789617,0.010789617,5.938484817133831e-11,10.226324349547157,Cortex,AT1G26960_AT5G55960,FALSE
AT1G33240,AT-GTL1,AT2G30930,AT2G30930,Elongation_Cortex_BRZ_2_BL,0.010782362,0.010782362,2.5688776849306226e-8,7.590256573827976,Cortex,AT1G33240_AT2G30930,FALSE
AT1G69780,ATHB-13,AT3G01520,AT3G01520,Elongation_Cortex_BRZ_0_5_BL,-0.010779911,0.010779911,1.6917341521668278e-14,13.77166788321082,Cortex,AT1G69780_AT3G01520,FALSE
AT1G33240,AT-GTL1,AT5G54830,AT5G54830,Elongation_Cortex_BRZ,0.010779587,0.010779587,1.1968680422106486e-13,12.92195372904125,Cortex,AT1G33240_AT5G54830,FALSE
AT5G15150,HAT7,AT3G08030,AT3G08030,Elongation_Cortex_BRZ_0_5_BL,0.01077531,0.01077531,4.206718135534084e-17,16.376056586220017,Cortex,AT5G15150_AT3G08030,FALSE
AT1G69780,ATHB-13,AT1G03210,AT1G03210,Elongation_Cortex_BRZ_0_5_BL,-0.010771528,0.010771528,1.8647237776567058e-7,6.7293854913212625,Cortex,AT1G69780_AT1G03210,FALSE
AT1G33240,AT-GTL1,AT4G30060,AT4G30060,Elongation_Cortex_BRZ_0_5_BL,0.010771393,0.010771393,4.1551158452200016e-17,16.38141686351923,Cortex,AT1G33240_AT4G30060,FALSE
AT1G69780,ATHB-13,AT1G57620,CYB,Elongation_Cortex_BRZ_2_BL,0.010768739500000001,0.010768739500000001,2.590719232631884e-13,12.586579650821887,Cortex,AT1G69780_AT1G57620,FALSE
AT1G69780,ATHB-13,AT5G05270,CHI3,Elongation_Cortex_BRZ,0.010765973,0.010765973,3.841169766161286e-12,11.415536498125695,Cortex,AT1G69780_AT5G05270,FALSE
AT1G33240,AT-GTL1,AT1G52420,AT1G52420,Elongation_Cortex_BRZ_0_5_BL,0.010763366,0.010763366,6.426352116136218e-13,12.192035482036076,Cortex,AT1G33240_AT1G52420,FALSE
AT1G33240,AT-GTL1,AT5G49280,AT5G49280,Elongation_Cortex_BRZ_4_BL,0.010761623,0.010761623,6.609366752859077e-16,15.179840148519393,Cortex,AT1G33240_AT5G49280,FALSE
AT3G01220,ATHB-20,AT1G51680,4CL1,Elongation_Cortex_BRZ_1_BL,-0.010760311,0.010760311,1.1254471446498127e-17,16.94867489633289,Cortex,AT3G01220_AT1G51680,FALSE
AT1G69780,ATHB-13,AT3G58120,BZIP61,Elongation_Cortex_BRZ_4_BL,0.010759205,0.010759205,1.1025741726754934e-12,11.957592184898548,Cortex,AT1G69780_AT3G58120,FALSE
AT5G15150,HAT7,AT4G16660,AT4G16660,Elongation_Cortex_BRZ_4_BL,0.01075576,0.01075576,5.977851332968062e-12,11.223454889911402,Cortex,AT5G15150_AT4G16660,FALSE
AT1G33240,AT-GTL1,AT4G30060,AT4G30060,Elongation_Cortex_BRZ_2_BL,0.010753892,0.010753892,3.620687067881503e-13,12.441209009169498,Cortex,AT1G33240_AT4G30060,FALSE
AT5G15150,HAT7,AT1G16560,AT1G16560,Elongation_Cortex_BRZ_0_5_BL,0.010752116,0.010752116,1.7327724377691008e-12,11.761258468740447,Cortex,AT5G15150_AT1G16560,FALSE
AT5G15150,HAT7,AT1G20090,ARAC4,Elongation_Cortex_BRZ_8_BL,0.010751801,0.010751801,6.591409153952621e-13,12.181021729205115,Cortex,AT5G15150_AT1G20090,FALSE
AT5G15150,HAT7,AT3G45070,AT3G45070,Elongation_Cortex_BRZ,-0.010747604,0.010747604,1.5730744142491707e-14,13.803250732600246,Cortex,AT5G15150_AT3G45070,FALSE
AT3G01220,ATHB-20,AT2G38120,AUX1,Elongation_Cortex_BRZ_8_BL,0.010747441,0.010747441,4.97696656370012e-15,14.303035276927126,Cortex,AT3G01220_AT2G38120,FALSE
AT1G69780,ATHB-13,AT4G30060,AT4G30060,Elongation_Cortex_BRZ_0_5_BL,0.010746867,0.010746867,9.65729522748714e-18,17.01514449183085,Cortex,AT1G69780_AT4G30060,FALSE
AT1G26960,ATHB-23,AT5G10840,TMN8,Elongation_Cortex_BRZ_4_BL,0.010746479,0.010746479,2.7178374615331064e-11,10.565776519520378,Cortex,AT1G26960_AT5G10840,FALSE
AT1G69780,ATHB-13,AT4G34800,AT4G34800,Elongation_Cortex_BRZ_8_BL,0.010746256,0.010746256,3.877511317800743e-12,11.411446925880254,Cortex,AT1G69780_AT4G34800,FALSE
AT3G01220,ATHB-20,AT3G10520,AHB2,Elongation_Cortex_BRZ_4_BL,0.010744059,0.010744059,1.126820351664276e-11,10.94814531776039,Cortex,AT3G01220_AT3G10520,FALSE
AT1G33240,AT-GTL1,AT1G79990,AT1G79990,Elongation_Cortex_BRZ_2_BL,0.010742296,0.010742296,3.248081567755926e-14,13.488373073032617,Cortex,AT1G33240_AT1G79990,FALSE
AT1G33240,AT-GTL1,AT1G54217,AT1G54217,Elongation_Cortex_BRZ_0_5_BL,-0.010738946,0.010738946,7.276683050137344e-12,11.138066541194275,Cortex,AT1G33240_AT1G54217,FALSE
AT5G15150,HAT7,AT4G12880,ENODL19,Elongation_Cortex_BRZ_1_BL,0.010737476,0.010737476,6.262618127461882e-16,15.203244069249086,Cortex,AT5G15150_AT4G12880,FALSE
AT1G26960,ATHB-23,AT4G24190,HSP90-7,Elongation_Cortex_BRZ_0_5_BL,0.01073393,0.01073393,1.1889564050858353e-9,8.924834069164119,Cortex,AT1G26960_AT4G24190,FALSE
AT1G69780,ATHB-13,AT3G45230,AT3G45230,Elongation_Cortex_BRZ_2_BL,0.010731791,0.010731791,3.7141082867923916e-14,13.430145438326226,Cortex,AT1G69780_AT3G45230,FALSE
AT1G33240,AT-GTL1,AT3G18830,PLT5,Elongation_Cortex_BRZ_2_BL,0.010731192,0.010731192,1.7650092907351568e-11,10.753253004211347,Cortex,AT1G33240_AT3G18830,FALSE
AT1G33240,AT-GTL1,AT1G62480,AT1G62480,Elongation_Cortex_BRZ,0.010729648,0.010729648,1.0852763335299863e-14,13.964459667486027,Cortex,AT1G33240_AT1G62480,FALSE
AT5G15150,HAT7,AT1G30690,PATL4,Elongation_Cortex_BRZ_4_BL,0.010728798,0.010728798,2.7368292379092934e-9,8.56275229917273,Cortex,AT5G15150_AT1G30690,FALSE
AT5G15150,HAT7,AT5G26260,AT5G26260,Elongation_Cortex_BRZ_2_BL,-0.010728768,0.010728768,4.223571414879782e-14,13.374320158086995,Cortex,AT5G15150_AT5G26260,FALSE
AT1G26960,ATHB-23,AT1G45145,TRX5,Elongation_Cortex_BRZ_0_5_BL,-0.010728405,0.010728405,3.163633053757532e-9,8.49981389558209,Cortex,AT1G26960_AT1G45145,FALSE
AT5G15150,HAT7,AT3G54400,AT3G54400,Elongation_Cortex_BRZ_4_BL,0.01072763,0.01072763,7.209790703207061e-17,16.142077342459707,Cortex,AT5G15150_AT3G54400,FALSE
AT1G33240,AT-GTL1,AT4G29810,ATMKK2,Elongation_Cortex_BRZ_1_BL,0.010726531,0.010726531,1.604384529822751e-14,13.794691534327518,Cortex,AT1G33240_AT4G29810,FALSE
AT1G33240,AT-GTL1,AT1G76640,CML39,Elongation_Cortex_BRZ_8_BL,0.010726514,0.010726514,1.2436551203986642e-9,8.905300037710802,Cortex,AT1G33240_AT1G76640,FALSE
AT5G15150,HAT7,AT3G21680,AT3G21680,Elongation_Cortex_BRZ,0.010724526,0.010724526,8.0328752239333e-20,19.095128978956936,Cortex,AT5G15150_AT3G21680,FALSE
AT1G33240,AT-GTL1,AT1G26960,ATHB-23,Elongation_Cortex_BRZ,0.01072397,0.01072397,1.089815178950617e-14,13.962647147534327,Cortex,AT1G33240_AT1G26960,FALSE
AT1G69780,ATHB-13,AT1G59610,DRP2B,Elongation_Cortex_BRZ_1_BL,0.0107234875,0.0107234875,5.660475344698742e-11,10.24714709691925,Cortex,AT1G69780_AT1G59610,FALSE
AT5G15150,HAT7,AT4G12520,AT4G12520,Elongation_Cortex_BRZ_2_BL,0.0107199475,0.0107199475,3.0453171928442607e-7,6.516367465616461,Cortex,AT5G15150_AT4G12520,FALSE
AT1G69780,ATHB-13,AT4G31920,ARR10,Elongation_Cortex_BRZ_8_BL,0.010713911,0.010713911,4.19390080677796e-11,10.377381845587037,Cortex,AT1G69780_AT4G31920,FALSE
AT1G33240,AT-GTL1,AT5G42320,AT5G42320,Elongation_Cortex_BRZ_4_BL,0.0107127465,0.0107127465,1.2630150723546217e-10,9.898591466704065,Cortex,AT1G33240_AT5G42320,FALSE
AT3G01220,ATHB-20,AT5G49540,AT5G49540,Elongation_Cortex_BRZ_2_BL,0.010711969,0.010711969,1.8425113160860553e-6,5.734589836169786,Cortex,AT3G01220_AT5G49540,FALSE
AT1G26960,ATHB-23,AT1G45130,BGAL5,Elongation_Cortex_BRZ,0.010711214,0.010711214,7.674763107053111e-10,9.114935020787247,Cortex,AT1G26960_AT1G45130,FALSE
AT1G26960,ATHB-23,AT2G31710,AT2G31710,Elongation_Cortex_BRZ_2_BL,0.010710339,0.010710339,2.200126928989191e-11,10.657552263282588,Cortex,AT1G26960_AT2G31710,FALSE
AT1G33240,AT-GTL1,AT5G08080,SYP132,Elongation_Cortex_BRZ_0_5_BL,0.010708319000000001,0.010708319000000001,7.742844570168993e-10,9.111099458674664,Cortex,AT1G33240_AT5G08080,FALSE
AT1G33240,AT-GTL1,AT3G06300,P4H2,Elongation_Cortex_BRZ,0.010706622,0.010706622,3.187360161125197e-10,9.496568859917641,Cortex,AT1G33240_AT3G06300,FALSE
AT1G26960,ATHB-23,AT4G31920,ARR10,Elongation_Cortex_BRZ_2_BL,0.010702961,0.010702961,3.8264356557970034e-15,14.417205585239861,Cortex,AT1G26960_AT4G31920,FALSE
AT1G26960,ATHB-23,AT3G05270,FPP3,Elongation_Cortex_BRZ_8_BL,0.010696606000000001,0.010696606000000001,3.0764895465644126e-13,12.511944556238916,Cortex,AT1G26960_AT3G05270,FALSE
AT1G69780,ATHB-13,AT4G38040,AT4G38040,Elongation_Cortex_BRZ,0.010695247,0.010695247,5.409345751218806e-12,11.266855258704453,Cortex,AT1G69780_AT4G38040,FALSE
AT1G69780,ATHB-13,AT1G29025,AT1G29025,Elongation_Cortex_BRZ_1_BL,0.0106915105,0.0106915105,4.32705953139018e-8,7.363807129766285,Cortex,AT1G69780_AT1G29025,FALSE
AT1G33240,AT-GTL1,AT1G21750,PDIL1-1,Elongation_Cortex_BRZ_8_BL,0.010687685,0.010687685,2.458098600260352e-11,10.609400700501585,Cortex,AT1G33240_AT1G21750,FALSE
AT1G33240,AT-GTL1,AT5G28540,MED37A,Elongation_Cortex_BRZ_1_BL,0.010685571,0.010685571,2.384249426170714e-9,8.622648313217349,Cortex,AT1G33240_AT5G28540,FALSE
AT5G15150,HAT7,AT3G47980,AT3G47980,Elongation_Cortex_BRZ_2_BL,0.010685216,0.010685216,3.365533543866139e-13,12.472946076525043,Cortex,AT5G15150_AT3G47980,FALSE
AT1G33240,AT-GTL1,AT5G08130,BIM1,Elongation_Cortex_BRZ,0.010684995,0.010684995,7.750434579728046e-15,14.110673945198673,Cortex,AT1G33240_AT5G08130,FALSE
AT1G69780,ATHB-13,AT5G03345,AT5G03345,Elongation_Cortex_BRZ_4_BL,0.010680732,0.010680732,3.233410581127321e-5,4.4903391448173595,Cortex,AT1G69780_AT5G03345,FALSE
AT1G33240,AT-GTL1,AT2G42490,AT2G42490,Elongation_Cortex_BRZ_8_BL,0.010680198,0.010680198,1.6273244023075705e-10,9.788525863111976,Cortex,AT1G33240_AT2G42490,FALSE
AT1G33240,AT-GTL1,AT2G20120,COV1,Elongation_Cortex_BRZ_0_5_BL,0.010678264,0.010678264,7.944723627932305e-11,10.099921205939497,Cortex,AT1G33240_AT2G20120,FALSE
AT1G69780,ATHB-13,AT5G25890,IAA28,Elongation_Cortex_BRZ_8_BL,-0.010678097,0.010678097,5.517935090544558e-11,10.258223412589006,Cortex,AT1G69780_AT5G25890,FALSE
AT1G26960,ATHB-23,AT1G76090,SMT3,Elongation_Cortex_BRZ_2_BL,0.010674141,0.010674141,4.090075434922303e-17,16.388268682049286,Cortex,AT1G26960_AT1G76090,FALSE
AT5G15150,HAT7,AT1G13280,AOC4,Elongation_Cortex_BRZ_1_BL,0.010670868,0.010670868,7.264251227004598e-16,15.138809144578504,Cortex,AT5G15150_AT1G13280,FALSE
AT1G26960,ATHB-23,AT5G42420,URGT3,Elongation_Cortex_BRZ_4_BL,0.010670192,0.010670192,1.4274017251424182e-11,10.845453782695119,Cortex,AT1G26960_AT5G42420,FALSE
AT5G15150,HAT7,AT3G15980,AT3G15980,Elongation_Cortex_BRZ,0.010669602,0.010669602,4.915073680800316e-12,11.308469967368946,Cortex,AT5G15150_AT3G15980,FALSE
AT1G69780,ATHB-13,AT1G20090,ARAC4,Elongation_Cortex_BRZ_4_BL,0.010663921,0.010663921,6.792374141313092e-9,8.167978400056134,Cortex,AT1G69780_AT1G20090,FALSE
AT1G26960,ATHB-23,AT3G58750,CSY2,Elongation_Cortex_BRZ_0_5_BL,0.010659527,0.010659527,2.788307697967285e-12,11.554659302254194,Cortex,AT1G26960_AT3G58750,FALSE
