regulator,regulator site,interaction,target,target site,Time,Type,Pearson,Spearman,Weight
AT1G28360,,regulates,AT5G40340,,4hr,TF-Abundance,,,0.567538104
AT1G28360,,regulates,AT5G57220,,4hr,TF-Abundance,,,0.674144372
AT1G28360,,regulates,AT5G64220,,4hr,TF-Abundance,,,0.797364383
AT1G28360,,regulates,AT5G65920,,4hr,TF-Abundance,,,0.723518517
AT1G28420,,regulates,AT1G08190,,4hr,TF-Abundance,,,0.704061345
AT1G28420,,regulates,AT1G10522,,4hr,TF-Abundance,,,0.650831523
AT1G28420,,regulates,AT1G15530,,4hr,TF-Abundance,,,0.626601126
AT1G28420,,regulates,AT1G43850,,4hr,TF-Abundance,,,0.627099668
AT1G28420,,regulates,AT1G71090,,4hr,TF-Abundance,,,0.600900228
AT1G28420,,regulates,AT2G40650,,4hr,TF-Abundance,,,0.615695373
AT1G28420,,regulates,AT2G43610,,4hr,TF-Abundance,,,0.720893429
AT1G28420,,regulates,AT3G08930,,4hr,TF-Abundance,,,0.607038722
AT1G28420,,regulates,AT3G15970,,4hr,TF-Abundance,,,0.60375307
AT1G28420,,regulates,AT3G16460,,4hr,TF-Abundance,,,0.60019144
AT1G28420,,regulates,AT3G55520,,4hr,TF-Abundance,,,0.656064497
AT1G28420,,regulates,AT4G24280,,4hr,TF-Abundance,,,0.595101678
AT1G28420,,regulates,AT4G26190,,4hr,TF-Abundance,,,0.653906924
AT1G28420,,regulates,AT4G31060,,4hr,TF-Abundance,,,0.635952495
AT1G28420,,regulates,AT4G36980,,4hr,TF-Abundance,,,0.676062553
AT1G28420,,regulates,AT5G04890,,4hr,TF-Abundance,,,0.662743008
AT1G28420,,regulates,AT5G05930,,4hr,TF-Abundance,,,0.626884288
AT1G28420,,regulates,AT5G08450,,4hr,TF-Abundance,,,0.679037527
AT1G28420,,regulates,AT5G12100,,4hr,TF-Abundance,,,0.656012146
AT1G28420,,regulates,AT5G21090,,4hr,TF-Abundance,,,0.67465725
AT1G28420,,regulates,AT5G39950,,4hr,TF-Abundance,,,0.646635798
AT1G28420,,regulates,AT5G50960,,4hr,TF-Abundance,,,0.647044527
AT1G28520,,regulates,AT1G15430,,4hr,TF-Abundance,,,0.757365451
AT1G28520,,regulates,AT1G30330,,4hr,TF-Abundance,,,0.556885812
AT1G28520,,regulates,AT2G30140,,4hr,TF-Abundance,,,0.50213005
AT1G28520,,regulates,AT2G33380,,4hr,TF-Abundance,,,0.59942391
AT1G28520,,regulates,AT2G39518,,4hr,TF-Abundance,,,0.542493125
AT1G28520,,regulates,AT3G25070,,4hr,TF-Abundance,,,0.505458493
AT1G28520,,regulates,AT4G12420,,4hr,TF-Abundance,,,0.752402918
AT1G28520,,regulates,AT4G22530,,4hr,TF-Abundance,,,0.50501535
AT1G30330,,regulates,AT1G17230,,4hr,TF-Abundance,,,0.517030026
AT1G30330,,regulates,AT1G28520,,4hr,TF-Abundance,,,0.594224517
AT1G30330,,regulates,AT2G30140,,4hr,TF-Abundance,,,0.522136478
AT1G30330,,regulates,AT2G39518,,4hr,TF-Abundance,,,0.578112315
AT1G30330,,regulates,AT3G04070,,4hr,TF-Abundance,,,0.715438638
AT1G30330,,regulates,AT4G32870,,4hr,TF-Abundance,,,0.594507795
AT1G30330,,regulates,AT4G36790,,4hr,TF-Abundance,,,0.683384383
AT1G30330,,regulates,AT5G64250,,4hr,TF-Abundance,,,0.630514463
AT1G31040,,regulates,AT1G16470,,4hr,TF-Abundance,,,0.486136254
AT1G31040,,regulates,AT1G19660,,4hr,TF-Abundance,,,0.699793193
AT1G31040,,regulates,AT1G32400,,4hr,TF-Abundance,,,0.509307178
AT1G31040,,regulates,AT1G34315,,4hr,TF-Abundance,,,0.633752283
AT1G31040,,regulates,AT1G35220,,4hr,TF-Abundance,,,0.482842078
AT1G31040,,regulates,AT1G47290,,4hr,TF-Abundance,,,0.639873442
AT1G31040,,regulates,AT1G65820,,4hr,TF-Abundance,,,0.518606323
AT1G31040,,regulates,AT1G73030,,4hr,TF-Abundance,,,0.49693367
AT1G31040,,regulates,AT2G37840,,4hr,TF-Abundance,,,0.743578478
AT1G31040,,regulates,AT2G38390,,4hr,TF-Abundance,,,0.668975793
AT1G31040,,regulates,AT2G38410,,4hr,TF-Abundance,,,0.8295512
AT1G31040,,regulates,AT2G41140,,4hr,TF-Abundance,,,0.633283861
AT1G31040,,regulates,AT3G07565,,4hr,TF-Abundance,,,0.621081656
AT1G31040,,regulates,AT3G14010,,4hr,TF-Abundance,,,0.47702772
AT1G31040,,regulates,AT3G18140,,4hr,TF-Abundance,,,0.519361495
AT1G31040,,regulates,AT3G26935,,4hr,TF-Abundance,,,0.624562749
AT1G31040,,regulates,AT3G27160,,4hr,TF-Abundance,,,0.63332285
AT1G31040,,regulates,AT3G52990,,4hr,TF-Abundance,,,0.6196227
AT1G31040,,regulates,AT3G58460,,4hr,TF-Abundance,,,0.47762626
AT1G31040,,regulates,AT4G04205,,4hr,TF-Abundance,,,0.50345008
AT1G31040,,regulates,AT4G13160,,4hr,TF-Abundance,,,0.687451378
AT1G31040,,regulates,AT4G15940,,4hr,TF-Abundance,,,0.492463066
AT1G31040,,regulates,AT4G27680,,4hr,TF-Abundance,,,0.644379849
AT1G31040,,regulates,AT4G36520,,4hr,TF-Abundance,,,0.605549372
AT1G31040,,regulates,AT5G03500,,4hr,TF-Abundance,,,0.702263442
AT1G31040,,regulates,AT5G04890,,4hr,TF-Abundance,,,0.57350924
AT1G31040,,regulates,AT5G05930,,4hr,TF-Abundance,,,0.67816519
AT1G31040,,regulates,AT5G08650,,4hr,TF-Abundance,,,0.514569517
AT1G31040,,regulates,AT5G13010,,4hr,TF-Abundance,,,0.599191369
AT1G31040,,regulates,AT5G20610,,4hr,TF-Abundance,,,0.62982456
AT1G31040,,regulates,AT5G44040,,4hr,TF-Abundance,,,0.512702338
AT1G31040,,regulates,AT5G47010,,4hr,TF-Abundance,,,0.674902176
AT1G31040,,regulates,AT5G47120,,4hr,TF-Abundance,,,0.503819394
AT1G31040,,regulates,AT5G49880,,4hr,TF-Abundance,,,0.58567006
AT1G31040,,regulates,AT5G53530,,4hr,TF-Abundance,,,0.56767353
AT1G31040,,regulates,AT5G66090,,4hr,TF-Abundance,,,0.620089472
AT1G32700,,regulates,AT2G18510,,4hr,TF-Abundance,,,0.716654118
AT1G32700,,regulates,AT3G07310,,4hr,TF-Abundance,,,0.906476366
AT1G32700,,regulates,AT3G11690,,4hr,TF-Abundance,,,0.815858406
AT1G32700,,regulates,AT5G07280,,4hr,TF-Abundance,,,0.72789626
AT1G32700,,regulates,AT5G23760,,4hr,TF-Abundance,,,0.716969859
AT1G32700,,regulates,AT5G66050,,4hr,TF-Abundance,,,0.882608995
AT1G33280,,regulates,AT1G67250,,4hr,TF-Abundance,,,0.737962526
AT1G33280,,regulates,AT1G76890,,4hr,TF-Abundance,,,0.649097598
AT1G33280,,regulates,AT2G03530,,4hr,TF-Abundance,,,0.614594624
AT1G33280,,regulates,AT3G19650,,4hr,TF-Abundance,,,0.642241987
AT1G33280,,regulates,AT3G22950,,4hr,TF-Abundance,,,0.650529668
AT1G33280,,regulates,AT4G31500,,4hr,TF-Abundance,,,0.607564103
AT1G34190,,regulates,AT1G02730,,4hr,TF-Abundance,,,0.96635714
AT1G34190,,regulates,AT1G15140,,4hr,TF-Abundance,,,0.875814214
AT1G34190,,regulates,AT1G22710,,4hr,TF-Abundance,,,0.84391286
AT1G34190,,regulates,AT1G29120,,4hr,TF-Abundance,,,0.778390155
AT1G34190,,regulates,AT1G29850,,4hr,TF-Abundance,,,0.705135133
AT1G34190,,regulates,AT3G22845,,4hr,TF-Abundance,,,0.756600209
AT1G34190,,regulates,AT3G44020,,4hr,TF-Abundance,,,0.768448651
AT1G34190,,regulates,AT4G32730,,4hr,TF-Abundance,,,0.990827381
AT1G34190,,regulates,AT4G36220,,4hr,TF-Abundance,,,0.742951564
AT1G34190,,regulates,AT5G20730,,4hr,TF-Abundance,,,0.813493339
AT1G34190,,regulates,AT5G41880,,4hr,TF-Abundance,,,0.742757355
AT1G34190,,regulates,AT5G47390,,4hr,TF-Abundance,,,0.647807481
AT1G34190,,regulates,AT5G47880,,4hr,TF-Abundance,,,1
AT1G34190,,regulates,AT5G49720,,4hr,TF-Abundance,,,0.778374117
AT1G34190,,regulates,AT5G53140,,4hr,TF-Abundance,,,0.858044173
AT1G34190,,regulates,AT5G55610,,4hr,TF-Abundance,,,0.906718954
AT1G34370,,regulates,AT1G25275,,4hr,TF-Abundance,,,0.748859697
AT1G34370,,regulates,AT1G30330,,4hr,TF-Abundance,,,0.728939283
AT1G34370,,regulates,AT2G30140,,4hr,TF-Abundance,,,0.815725402
AT1G34370,,regulates,AT2G39450,,4hr,TF-Abundance,,,0.483457952
AT1G34370,,regulates,AT3G29575,,4hr,TF-Abundance,,,0.686709765
AT1G34370,,regulates,AT3G51400,,4hr,TF-Abundance,,,0.671541244
AT1G34370,,regulates,AT4G20070,,4hr,TF-Abundance,,,0.539728729
AT1G34370,,regulates,AT4G25650,,4hr,TF-Abundance,,,0.491684947
AT1G34370,,regulates,AT4G34860,,4hr,TF-Abundance,,,0.559332803
AT1G34370,,regulates,AT4G36790,,4hr,TF-Abundance,,,0.634512662
AT1G34370,,regulates,AT5G10820,,4hr,TF-Abundance,,,0.668554465
AT1G34370,,regulates,AT5G27760,,4hr,TF-Abundance,,,0.654181365
AT1G34370,,regulates,AT5G37070,,4hr,TF-Abundance,,,0.656052695
AT1G34370,,regulates,AT5G64250,,4hr,TF-Abundance,,,0.540035021
AT1G35460,,regulates,AT1G56045,,4hr,TF-Abundance,,,0.665085648
AT1G35460,,regulates,AT2G33470,,4hr,TF-Abundance,,,0.66263536
AT1G35460,,regulates,AT2G43750,,4hr,TF-Abundance,,,0.656832887
AT1G35460,,regulates,AT2G44230,,4hr,TF-Abundance,,,0.67669208
AT1G35460,,regulates,AT3G03820,,4hr,TF-Abundance,,,0.62383049
AT1G35460,,regulates,AT3G43720,,4hr,TF-Abundance,,,0.743006445
AT1G35515,,regulates,AT1G62570,,4hr,TF-Abundance,,,0.536762534
AT1G35515,,regulates,AT1G77930,,4hr,TF-Abundance,,,0.667061561
AT1G35515,,regulates,AT2G29650,,4hr,TF-Abundance,,,0.529137459
AT1G35515,,regulates,AT3G01329,,4hr,TF-Abundance,,,0.668955397
AT1G35515,,regulates,AT5G15450,,4hr,TF-Abundance,,,0.717827965
AT1G36060,,regulates,AT1G07985,,4hr,TF-Abundance,,,0.698956699
AT1G36060,,regulates,AT2G45210,,4hr,TF-Abundance,,,0.86177931
AT1G36060,,regulates,AT5G08790,,4hr,TF-Abundance,,,0.915356787
AT1G43160,,regulates,AT1G11260,,4hr,TF-Abundance,,,0.563589953
AT1G43160,,regulates,AT1G15380,,4hr,TF-Abundance,,,0.550924167
AT1G43160,,regulates,AT1G44830,,4hr,TF-Abundance,,,0.644983297
AT1G43160,,regulates,AT1G67030,,4hr,TF-Abundance,,,0.734099601
AT1G43160,,regulates,AT3G15500,,4hr,TF-Abundance,,,1
AT1G43160,,regulates,AT3G58120,,4hr,TF-Abundance,,,0.609503681
AT1G43160,,regulates,AT3G61060,,4hr,TF-Abundance,,,0.601082471
AT1G43160,,regulates,AT4G15400,,4hr,TF-Abundance,,,0.860714197
AT1G43160,,regulates,AT4G16880,,4hr,TF-Abundance,,,0.877679673
AT1G43160,,regulates,AT4G18280,,4hr,TF-Abundance,,,0.841531668
AT1G43160,,regulates,AT5G15970,,4hr,TF-Abundance,,,0.671088343
AT1G43160,,regulates,AT5G20730,,4hr,TF-Abundance,,,0.655127727
AT1G43160,,regulates,AT5G43530,,4hr,TF-Abundance,,,0.890962712
AT1G43160,,regulates,AT5G48880,,4hr,TF-Abundance,,,1
AT1G43160,,regulates,AT5G52310,,4hr,TF-Abundance,,,0.829249811
AT1G43160,,regulates,AT5G61440,,4hr,TF-Abundance,,,0.663931646
AT1G44830,,regulates,AT1G18330,,4hr,TF-Abundance,,,0.665173086
AT1G44830,,regulates,AT1G18570,,4hr,TF-Abundance,,,1
AT1G44830,,regulates,AT1G22880,,4hr,TF-Abundance,,,0.447652397
AT1G44830,,regulates,AT1G23030,,4hr,TF-Abundance,,,0.642032732
AT1G44830,,regulates,AT1G53440,,4hr,TF-Abundance,,,0.521407047
AT1G44830,,regulates,AT1G54200,,4hr,TF-Abundance,,,0.670687597
AT1G44830,,regulates,AT1G61100,,4hr,TF-Abundance,,,0.763550677
AT1G44830,,regulates,AT1G62560,,4hr,TF-Abundance,,,0.522067639
AT1G44830,,regulates,AT1G64065,,4hr,TF-Abundance,,,0.813193408
AT1G44830,,regulates,AT1G67060,,4hr,TF-Abundance,,,0.708870086
AT1G44830,,regulates,AT1G72940,,4hr,TF-Abundance,,,0.764316216
AT1G44830,,regulates,AT1G80840,,4hr,TF-Abundance,,,0.749279449
AT1G44830,,regulates,AT2G23050,,4hr,TF-Abundance,,,0.435185712
AT1G44830,,regulates,AT2G27500,,4hr,TF-Abundance,,,0.671106057
AT1G44830,,regulates,AT2G28400,,4hr,TF-Abundance,,,0.603285442
AT1G44830,,regulates,AT2G39870,,4hr,TF-Abundance,,,0.729949739
AT1G44830,,regulates,AT2G44500,,4hr,TF-Abundance,,,0.672949051
AT1G44830,,regulates,AT3G15210,,4hr,TF-Abundance,,,0.80701958
AT1G44830,,regulates,AT3G15680,,4hr,TF-Abundance,,,0.479433773
AT1G44830,,regulates,AT3G17860,,4hr,TF-Abundance,,,0.631131671
AT1G44830,,regulates,AT3G18710,,4hr,TF-Abundance,,,0.648524649
AT1G44830,,regulates,AT3G44610,,4hr,TF-Abundance,,,0.838761198
AT1G44830,,regulates,AT3G45640,,4hr,TF-Abundance,,,0.6862806
AT1G44830,,regulates,AT3G54810,,4hr,TF-Abundance,,,0.604418618
AT1G44830,,regulates,AT3G55370,,4hr,TF-Abundance,,,1
AT1G44830,,regulates,AT3G60390,,4hr,TF-Abundance,,,0.663264601
AT1G44830,,regulates,AT4G16780,,4hr,TF-Abundance,,,0.739113747
AT1G44830,,regulates,AT4G17490,,4hr,TF-Abundance,,,0.695643946
AT1G44830,,regulates,AT4G28190,,4hr,TF-Abundance,,,0.6900305
AT1G44830,,regulates,AT4G36030,,4hr,TF-Abundance,,,0.44504403
AT1G44830,,regulates,AT4G37260,,4hr,TF-Abundance,,,0.623574245
AT1G44830,,regulates,AT5G03140,,4hr,TF-Abundance,,,0.714117102
AT1G44830,,regulates,AT5G10510,,4hr,TF-Abundance,,,0.632553237
AT1G44830,,regulates,AT5G16200,,4hr,TF-Abundance,,,0.728292016
AT1G44830,,regulates,AT5G56530,,4hr,TF-Abundance,,,0.67944716
AT1G44830,,regulates,AT5G59220,,4hr,TF-Abundance,,,0.458362381
AT1G44830,,regulates,AT5G65670,,4hr,TF-Abundance,,,0.622834448
AT1G49010,,regulates,AT1G07830,,4hr,TF-Abundance,,,0.670953893
AT1G49010,,regulates,AT1G20920,,4hr,TF-Abundance,,,0.661267799
AT1G49010,,regulates,AT2G26900,,4hr,TF-Abundance,,,0.654092986
AT1G49010,,regulates,AT2G37400,,4hr,TF-Abundance,,,0.693356859
AT1G49130,,regulates,AT1G06980,,4hr,TF-Abundance,,,0.770062232
AT1G49130,,regulates,AT1G12010,,4hr,TF-Abundance,,,0.856158296
AT1G49130,,regulates,AT1G49570,,4hr,TF-Abundance,,,0.752568215
AT1G49130,,regulates,AT1G62480,,4hr,TF-Abundance,,,0.972698558
AT1G49130,,regulates,AT1G67230,,4hr,TF-Abundance,,,0.794677549
AT1G49130,,regulates,AT1G69572,,4hr,TF-Abundance,,,0.927345952
AT1G49130,,regulates,AT1G70100,,4hr,TF-Abundance,,,0.780885338
AT1G49130,,regulates,AT1G74940,,4hr,TF-Abundance,,,0.761423986
AT1G49130,,regulates,AT2G01080,,4hr,TF-Abundance,,,0.866606898
AT1G49130,,regulates,AT2G06010,,4hr,TF-Abundance,,,0.797079918
AT1G49130,,regulates,AT2G22980,,4hr,TF-Abundance,,,0.941635389
AT1G49130,,regulates,AT2G24280,,4hr,TF-Abundance,,,0.851845092
AT1G49130,,regulates,AT2G28630,,4hr,TF-Abundance,,,0.922225017
AT1G49130,,regulates,AT2G37130,,4hr,TF-Abundance,,,0.809136579
AT1G49130,,regulates,AT2G39570,,4hr,TF-Abundance,,,0.745947002
AT1G49130,,regulates,AT3G13450,,4hr,TF-Abundance,,,0.872912399
AT1G49130,,regulates,AT3G16120,,4hr,TF-Abundance,,,0.878373553
AT1G49130,,regulates,AT3G23450,,4hr,TF-Abundance,,,0.779801787
AT1G49130,,regulates,AT3G25690,,4hr,TF-Abundance,,,0.753512296
AT1G49130,,regulates,AT3G57230,,4hr,TF-Abundance,,,0.961965321
AT1G49130,,regulates,AT3G61260,,4hr,TF-Abundance,,,0.850236542
AT1G49130,,regulates,AT4G32410,,4hr,TF-Abundance,,,0.977575453
AT1G49130,,regulates,AT4G37220,,4hr,TF-Abundance,,,0.920136769
AT1G49130,,regulates,AT5G02160,,4hr,TF-Abundance,,,0.806371145
AT1G49130,,regulates,AT5G10510,,4hr,TF-Abundance,,,0.64185801
AT1G49130,,regulates,AT5G11070,,4hr,TF-Abundance,,,0.884549182
AT1G49130,,regulates,AT5G12440,,4hr,TF-Abundance,,,0.671486881
AT1G49130,,regulates,AT5G47550,,4hr,TF-Abundance,,,0.793375782
AT1G49130,,regulates,AT5G47690,,4hr,TF-Abundance,,,0.789117587
AT1G49130,,regulates,AT5G53440,,4hr,TF-Abundance,,,0.823574099
AT1G49130,,regulates,AT5G55990,,4hr,TF-Abundance,,,0.751306593
AT1G49130,,regulates,AT5G63190,,4hr,TF-Abundance,,,0.776725045
AT1G49130,,regulates,AT5G63810,,4hr,TF-Abundance,,,0.869026067
AT1G50640,,regulates,AT1G07670,,4hr,TF-Abundance,,,0.582879743
AT1G50640,,regulates,AT1G08390,,4hr,TF-Abundance,,,0.869047729
AT1G50640,,regulates,AT3G59780,,4hr,TF-Abundance,,,0.683995109
AT1G50640,,regulates,AT4G01670,,4hr,TF-Abundance,,,0.679853169
AT1G50640,,regulates,AT4G15320,,4hr,TF-Abundance,,,0.651980706
AT1G50640,,regulates,AT4G35390,,4hr,TF-Abundance,,,0.656130079
AT1G50640,,regulates,AT4G37930,,4hr,TF-Abundance,,,0.811810559
AT1G50640,,regulates,AT5G14430,,4hr,TF-Abundance,,,0.718208653
AT1G50640,,regulates,AT5G46020,,4hr,TF-Abundance,,,0.697310793
AT1G50640,,regulates,AT5G59613,,4hr,TF-Abundance,,,0.636431139
AT1G51700,,regulates,AT1G17420,,4hr,TF-Abundance,,,0.694054194
AT1G51700,,regulates,AT1G20693,,4hr,TF-Abundance,,,0.766675411
AT1G51700,,regulates,AT1G29340,,4hr,TF-Abundance,,,0.790149789
AT1G51700,,regulates,AT1G41830,,4hr,TF-Abundance,,,0.785405795
AT1G51700,,regulates,AT1G67900,,4hr,TF-Abundance,,,0.938143414
AT1G51700,,regulates,AT1G72930,,4hr,TF-Abundance,,,0.623478046
AT1G51700,,regulates,AT1G74670,,4hr,TF-Abundance,,,0.780405025
AT1G51700,,regulates,AT1G77450,,4hr,TF-Abundance,,,0.700115145
AT1G51700,,regulates,AT1G80840,,4hr,TF-Abundance,,,0.665186029
AT1G51700,,regulates,AT2G06530,,4hr,TF-Abundance,,,0.830297477
AT1G51700,,regulates,AT2G23290,,4hr,TF-Abundance,,,0.742967396
AT1G51700,,regulates,AT2G29440,,4hr,TF-Abundance,,,0.829580963
AT1G51700,,regulates,AT2G34490,,4hr,TF-Abundance,,,0.893451429
AT1G51700,,regulates,AT2G36910,,4hr,TF-Abundance,,,0.691137457
AT1G51700,,regulates,AT2G46930,,4hr,TF-Abundance,,,0.86918526
AT1G51700,,regulates,AT3G04420,,4hr,TF-Abundance,,,0.737660217
AT1G51700,,regulates,AT3G05420,,4hr,TF-Abundance,,,0.681583149
AT1G51700,,regulates,AT3G06740,,4hr,TF-Abundance,,,0.798279349
AT1G51700,,regulates,AT3G09830,,4hr,TF-Abundance,,,0.638619727
AT1G51700,,regulates,AT3G14230,,4hr,TF-Abundance,,,0.74100618
AT1G51700,,regulates,AT3G16410,,4hr,TF-Abundance,,,0.846747499
AT1G51700,,regulates,AT3G45780,,4hr,TF-Abundance,,,0.637866735
AT1G51700,,regulates,AT3G46640,,4hr,TF-Abundance,,,0.685417164
AT1G51700,,regulates,AT4G17190,,4hr,TF-Abundance,,,0.792259551
AT1G51700,,regulates,AT4G18670,,4hr,TF-Abundance,,,0.867608316
AT1G51700,,regulates,AT4G22610,,4hr,TF-Abundance,,,0.91323088
AT1G51700,,regulates,AT4G27430,,4hr,TF-Abundance,,,0.83174389
AT1G51700,,regulates,AT4G34870,,4hr,TF-Abundance,,,0.790803283
AT1G51700,,regulates,AT4G39840,,4hr,TF-Abundance,,,0.784730553
AT1G51700,,regulates,AT5G04870,,4hr,TF-Abundance,,,0.770494892
AT1G51700,,regulates,AT5G07580,,4hr,TF-Abundance,,,0.696067553
AT1G51700,,regulates,AT5G08760,,4hr,TF-Abundance,,,0.888962862
AT1G51700,,regulates,AT5G23820,,4hr,TF-Abundance,,,0.815599037
AT1G51700,,regulates,AT5G24030,,4hr,TF-Abundance,,,0.655331911
AT1G51700,,regulates,AT5G37770,,4hr,TF-Abundance,,,0.791302015
AT1G51700,,regulates,AT5G38020,,4hr,TF-Abundance,,,0.954611136
AT1G51700,,regulates,AT5G39660,,4hr,TF-Abundance,,,0.693813181
AT1G51700,,regulates,AT5G42590,,4hr,TF-Abundance,,,1
AT1G51700,,regulates,AT5G44070,,4hr,TF-Abundance,,,0.714626872
AT1G51700,,regulates,AT5G47910,,4hr,TF-Abundance,,,0.867717474
AT1G51700,,regulates,AT5G47990,,4hr,TF-Abundance,,,0.924721859
AT1G51700,,regulates,AT5G50740,,4hr,TF-Abundance,,,0.806554683
AT1G53170,,regulates,AT1G54200,,4hr,TF-Abundance,,,0.510179312
AT1G53170,,regulates,AT3G45640,,4hr,TF-Abundance,,,0.556436612
AT1G53170,,regulates,AT4G39890,,4hr,TF-Abundance,,,0.448766478
AT1G53910,,regulates,AT1G09253,,4hr,TF-Abundance,,,0.682886094
AT1G53910,,regulates,AT1G16010,,4hr,TF-Abundance,,,0.766817768
AT1G53910,,regulates,AT1G24210,,4hr,TF-Abundance,,,0.745413926
AT1G53910,,regulates,AT1G47710,,4hr,TF-Abundance,,,0.751839637
AT1G53910,,regulates,AT1G50410,,4hr,TF-Abundance,,,0.696530045
AT1G53910,,regulates,AT1G61065,,4hr,TF-Abundance,,,0.704642937
AT1G53910,,regulates,AT1G67110,,4hr,TF-Abundance,,,0.763027406
AT1G53910,,regulates,AT1G79970,,4hr,TF-Abundance,,,0.691556589
AT1G53910,,regulates,AT2G04378,,4hr,TF-Abundance,,,0.858514266
AT1G53910,,regulates,AT2G37760,,4hr,TF-Abundance,,,0.752026384
AT1G53910,,regulates,AT2G42530,,4hr,TF-Abundance,,,0.755350073
AT1G53910,,regulates,AT3G12710,,4hr,TF-Abundance,,,0.726622237
AT1G53910,,regulates,AT3G16190,,4hr,TF-Abundance,,,0.730352614
AT1G53910,,regulates,AT3G16740,,4hr,TF-Abundance,,,0.749343437
AT1G53910,,regulates,AT3G17950,,4hr,TF-Abundance,,,0.958569276
AT1G53910,,regulates,AT3G23550,,4hr,TF-Abundance,,,0.66756679
AT1G53910,,regulates,AT3G44300,,4hr,TF-Abundance,,,0.700674522
AT1G53910,,regulates,AT3G63380,,4hr,TF-Abundance,,,0.813281811
AT1G53910,,regulates,AT4G15545,,4hr,TF-Abundance,,,0.82927324
AT1G53910,,regulates,AT4G17486,,4hr,TF-Abundance,,,0.715133905
AT1G53910,,regulates,AT4G19700,,4hr,TF-Abundance,,,0.786150144
AT1G53910,,regulates,AT5G03630,,4hr,TF-Abundance,,,0.839465528
AT1G53910,,regulates,AT5G04540,,4hr,TF-Abundance,,,0.844249895
AT1G53910,,regulates,AT5G07580,,4hr,TF-Abundance,,,1
AT1G53910,,regulates,AT5G08260,,4hr,TF-Abundance,,,0.842119532
AT1G53910,,regulates,AT5G17380,,4hr,TF-Abundance,,,0.748175941
AT1G53910,,regulates,AT5G43430,,4hr,TF-Abundance,,,0.719143548
AT1G59750,,regulates,AT1G04350,,4hr,TF-Abundance,,,0.660038609
AT1G59750,,regulates,AT1G05260,,4hr,TF-Abundance,,,0.614010558
AT1G59750,,regulates,AT1G06667,,4hr,TF-Abundance,,,0.664329189
AT1G59750,,regulates,AT1G13280,,4hr,TF-Abundance,,,0.661273421
AT1G59750,,regulates,AT1G23190,,4hr,TF-Abundance,,,0.682535313
AT1G59750,,regulates,AT1G26940,,4hr,TF-Abundance,,,0.609469886
AT1G59750,,regulates,AT1G28340,,4hr,TF-Abundance,,,0.695602025
AT1G59750,,regulates,AT1G32060,,4hr,TF-Abundance,,,0.64156723
AT1G59750,,regulates,AT1G59610,,4hr,TF-Abundance,,,0.597362269
AT1G59750,,regulates,AT1G64620,,4hr,TF-Abundance,,,0.608010997
AT1G59750,,regulates,AT2G17020,,4hr,TF-Abundance,,,0.667929458
AT1G59750,,regulates,AT2G19460,,4hr,TF-Abundance,,,0.649352487
AT1G59750,,regulates,AT2G24270,,4hr,TF-Abundance,,,0.603997774
AT1G59750,,regulates,AT2G26770,,4hr,TF-Abundance,,,0.775715097
AT1G59750,,regulates,AT2G29210,,4hr,TF-Abundance,,,0.638370667
AT1G59750,,regulates,AT2G38540,,4hr,TF-Abundance,,,0.635946381
AT1G59750,,regulates,AT2G40316,,4hr,TF-Abundance,,,0.62977227
AT1G59750,,regulates,AT3G02040,,4hr,TF-Abundance,,,0.606573528
AT1G59750,,regulates,AT3G08670,,4hr,TF-Abundance,,,0.684067867
AT1G59750,,regulates,AT3G12630,,4hr,TF-Abundance,,,0.627311126
AT1G59750,,regulates,AT3G12710,,4hr,TF-Abundance,,,0.639414826
AT1G59750,,regulates,AT3G13870,,4hr,TF-Abundance,,,0.69168828
AT1G59750,,regulates,AT3G23540,,4hr,TF-Abundance,,,0.629688712
AT1G59750,,regulates,AT3G51720,,4hr,TF-Abundance,,,0.67306496
AT1G59750,,regulates,AT3G56590,,4hr,TF-Abundance,,,0.648562057
AT1G59750,,regulates,AT3G57040,,4hr,TF-Abundance,,,0.636479998
AT1G59750,,regulates,AT4G00730,,4hr,TF-Abundance,,,0.687459487
AT1G59750,,regulates,AT4G03100,,4hr,TF-Abundance,,,0.629704431
AT1G59750,,regulates,AT4G08930,,4hr,TF-Abundance,,,0.648182271
AT1G59750,,regulates,AT4G27435,,4hr,TF-Abundance,,,0.656373669
AT1G59750,,regulates,AT5G03370,,4hr,TF-Abundance,,,0.590381039
AT1G59750,,regulates,AT5G04230,,4hr,TF-Abundance,,,0.742464929
AT1G59750,,regulates,AT5G12250,,4hr,TF-Abundance,,,0.657581202
AT1G59750,,regulates,AT5G16050,,4hr,TF-Abundance,,,0.771839935
AT1G59750,,regulates,AT5G16940,,4hr,TF-Abundance,,,0.641827874
AT1G59750,,regulates,AT5G19760,,4hr,TF-Abundance,,,0.639268568
AT1G59750,,regulates,AT5G27690,,4hr,TF-Abundance,,,0.604216056
AT1G59750,,regulates,AT5G51670,,4hr,TF-Abundance,,,0.636776472
AT1G59750,,regulates,AT5G55820,,4hr,TF-Abundance,,,0.733282756
AT1G59750,,regulates,AT5G59290,,4hr,TF-Abundance,,,0.617177763
AT1G59750,,regulates,AT5G62940,,4hr,TF-Abundance,,,0.624755631
AT1G59750,,regulates,AT5G66410,,4hr,TF-Abundance,,,0.600767245
AT1G62360,,regulates,AT2G01950,,4hr,TF-Abundance,,,0.596407019
