regulator,regulator site,interaction,target,target site,Time,Type,Pearson,Spearman,Weight
AT5G49330,,regulates,AT4G04940,,2hr,TF-Abundance,,,0.863945283
AT5G53430,,regulates,AT3G63150,,2hr,TF-Abundance,,,0.77048124
AT5G53430,,regulates,AT4G03295,,2hr,TF-Abundance,,,0.710969711
AT5G54630,,regulates,AT1G01610,,2hr,TF-Abundance,,,0.678243303
AT5G54630,,regulates,AT1G35180,,2hr,TF-Abundance,,,0.69773199
AT5G54630,,regulates,AT2G16280,,2hr,TF-Abundance,,,0.686370334
AT5G56270,,regulates,AT1G03970,,2hr,TF-Abundance,,,0.595453765
AT5G56860,,regulates,AT1G08580,,2hr,TF-Abundance,,,0.55552915
AT5G56860,,regulates,AT1G12500,,2hr,TF-Abundance,,,0.478895684
AT5G56860,,regulates,AT1G54270,,2hr,TF-Abundance,,,0.680859788
AT5G56860,,regulates,AT1G70000,,2hr,TF-Abundance,,,0.73578784
AT5G56860,,regulates,AT1G76160,,2hr,TF-Abundance,,,0.71375078
AT5G56860,,regulates,AT2G01290,,2hr,TF-Abundance,,,1
AT5G56860,,regulates,AT2G31660,,2hr,TF-Abundance,,,0.495095058
AT5G56860,,regulates,AT3G10525,,2hr,TF-Abundance,,,0.70065289
AT5G56860,,regulates,AT3G49240,,2hr,TF-Abundance,,,0.475342193
AT5G56860,,regulates,AT4G00165,,2hr,TF-Abundance,,,0.45416547
AT5G56860,,regulates,AT4G17460,,2hr,TF-Abundance,,,0.742541986
AT5G56860,,regulates,AT4G32140,,2hr,TF-Abundance,,,0.512579283
AT5G56860,,regulates,AT4G37260,,2hr,TF-Abundance,,,0.913209558
AT5G56860,,regulates,AT4G38710,,2hr,TF-Abundance,,,0.829892335
AT5G56860,,regulates,AT5G25220,,2hr,TF-Abundance,,,0.871952963
AT5G56860,,regulates,AT5G51520,,2hr,TF-Abundance,,,0.549816879
AT5G56860,,regulates,AT5G52060,,2hr,TF-Abundance,,,0.674355679
AT5G56860,,regulates,AT5G56000,,2hr,TF-Abundance,,,0.670501913
AT5G56860,,regulates,AT5G56030,,2hr,TF-Abundance,,,0.775314577
AT5G58610,,regulates,AT1G55290,,2hr,TF-Abundance,,,0.575127323
AT5G59820,,regulates,AT1G80840,,2hr,TF-Abundance,,,0.56916857
AT5G59820,,regulates,AT2G03350,,2hr,TF-Abundance,,,0.391164945
AT5G59820,,regulates,AT3G02493,,2hr,TF-Abundance,,,0.48825938
AT5G59820,,regulates,AT3G10040,,2hr,TF-Abundance,,,0.754219936
AT5G59820,,regulates,AT3G20130,,2hr,TF-Abundance,,,0.421145045
AT5G59820,,regulates,AT4G34220,,2hr,TF-Abundance,,,0.410570051
AT5G59820,,regulates,AT4G36105,,2hr,TF-Abundance,,,0.446578925
AT5G59820,,regulates,AT5G06190,,2hr,TF-Abundance,,,0.47473451
AT5G59820,,regulates,AT5G47230,,2hr,TF-Abundance,,,0.667665328
AT5G61270,,regulates,AT1G06410,,2hr,TF-Abundance,,,0.668254543
AT5G61270,,regulates,AT1G21120,,2hr,TF-Abundance,,,0.575281644
AT5G61270,,regulates,AT1G35710,,2hr,TF-Abundance,,,0.604619126
AT5G61270,,regulates,AT1G71030,,2hr,TF-Abundance,,,0.624272657
AT5G61270,,regulates,AT2G29120,,2hr,TF-Abundance,,,0.652358981
AT5G61270,,regulates,AT3G19950,,2hr,TF-Abundance,,,0.576831144
AT5G61270,,regulates,AT3G44450,,2hr,TF-Abundance,,,0.536558211
AT5G61270,,regulates,AT4G20830,,2hr,TF-Abundance,,,0.553069705
AT5G61270,,regulates,AT4G29840,,2hr,TF-Abundance,,,0.531396433
AT5G61270,,regulates,AT5G18190,,2hr,TF-Abundance,,,0.738145655
AT5G61270,,regulates,AT5G24210,,2hr,TF-Abundance,,,0.67942075
AT5G61270,,regulates,AT5G40170,,2hr,TF-Abundance,,,0.660236716
AT5G63090,,regulates,AT5G12480,,2hr,TF-Abundance,,,0.579188638
AT5G63090,,regulates,AT5G57960,,2hr,TF-Abundance,,,0.558477562
AT5G63790,,regulates,AT1G52890,,2hr,TF-Abundance,,,0.634060295
AT5G63790,,regulates,AT4G29110,,2hr,TF-Abundance,,,0.68100976
AT5G65310,,regulates,AT1G33590,,2hr,TF-Abundance,,,0.819707947
AT5G65310,,regulates,AT1G35350,,2hr,TF-Abundance,,,0.551008238
AT5G65310,,regulates,AT1G69870,,2hr,TF-Abundance,,,0.810283086
AT5G65310,,regulates,AT1G75440,,2hr,TF-Abundance,,,0.555937001
AT5G65310,,regulates,AT1G77690,,2hr,TF-Abundance,,,0.644653825
AT5G65310,,regulates,AT2G15620,,2hr,TF-Abundance,,,0.647265897
AT5G65310,,regulates,AT3G30180,,2hr,TF-Abundance,,,1
AT5G65310,,regulates,AT4G34710,,2hr,TF-Abundance,,,0.628504728
AT5G65310,,regulates,AT5G13740,,2hr,TF-Abundance,,,0.854336924
AT5G66700,,regulates,AT1G27020,,2hr,TF-Abundance,,,0.665888228
AT5G66700,,regulates,AT1G30320,,2hr,TF-Abundance,,,0.736607439
AT5G66700,,regulates,AT1G35580,,2hr,TF-Abundance,,,0.798182584
AT5G66700,,regulates,AT1G51510,,2hr,TF-Abundance,,,0.700047502
AT5G66700,,regulates,AT2G18750,,2hr,TF-Abundance,,,0.993203234
AT5G66700,,regulates,AT2G21210,,2hr,TF-Abundance,,,0.658780003
AT5G66700,,regulates,AT2G21620,,2hr,TF-Abundance,,,0.673055024
AT5G66700,,regulates,AT2G27310,,2hr,TF-Abundance,,,0.728100122
AT5G66700,,regulates,AT2G40930,,2hr,TF-Abundance,,,0.790532611
AT5G66700,,regulates,AT2G43620,,2hr,TF-Abundance,,,0.683846932
AT5G66700,,regulates,AT3G52060,,2hr,TF-Abundance,,,0.643227491
AT5G66700,,regulates,AT4G00950,,2hr,TF-Abundance,,,0.643942344
AT5G66700,,regulates,AT4G15610,,2hr,TF-Abundance,,,0.871204092
AT5G66700,,regulates,AT4G21450,,2hr,TF-Abundance,,,0.704457438
AT5G66700,,regulates,AT4G21534,,2hr,TF-Abundance,,,0.663741225
AT5G66700,,regulates,AT5G03470,,2hr,TF-Abundance,,,0.712469959
AT5G66700,,regulates,AT5G46050,,2hr,TF-Abundance,,,0.664676228
AT5G67060,,regulates,AT1G66240,,2hr,TF-Abundance,,,0.851694844
AT5G67060,,regulates,AT2G21300,,2hr,TF-Abundance,,,0.742460192
AT5G67060,,regulates,AT2G22850,,2hr,TF-Abundance,,,0.766597783
AT5G67060,,regulates,AT2G41250,,2hr,TF-Abundance,,,0.849010633
AT5G67060,,regulates,AT3G01810,,2hr,TF-Abundance,,,0.75364346
AT5G67060,,regulates,AT3G04730,,2hr,TF-Abundance,,,0.716207396
AT5G67060,,regulates,AT3G16530,,2hr,TF-Abundance,,,0.775445547
AT5G67060,,regulates,AT3G19010,,2hr,TF-Abundance,,,0.757051939
AT5G67060,,regulates,AT3G21370,,2hr,TF-Abundance,,,0.748850891
AT5G67060,,regulates,AT4G22820,,2hr,TF-Abundance,,,0.787432018
AT5G67060,,regulates,AT4G23810,,2hr,TF-Abundance,,,0.802458856
AT5G67060,,regulates,AT5G14230,,2hr,TF-Abundance,,,0.841172044
AT5G67060,,regulates,AT5G45340,,2hr,TF-Abundance,,,0.819009006
AT5G67060,,regulates,AT5G47220,,2hr,TF-Abundance,,,0.955467247
AT5G67060,,regulates,AT5G47950,,2hr,TF-Abundance,,,0.865185391
AT5G67060,,regulates,AT5G51670,,2hr,TF-Abundance,,,0.800322018
AT5G67190,,regulates,AT1G21910,,2hr,TF-Abundance,,,0.537193908
AT5G67190,,regulates,AT1G22810,,2hr,TF-Abundance,,,0.53163117
AT5G67190,,regulates,AT1G73750,,2hr,TF-Abundance,,,0.674404751
AT5G67190,,regulates,AT2G01670,,2hr,TF-Abundance,,,0.738117968
AT5G67190,,regulates,AT2G20880,,2hr,TF-Abundance,,,0.653651063
AT5G67190,,regulates,AT3G23820,,2hr,TF-Abundance,,,1
AT5G67190,,regulates,AT3G57780,,2hr,TF-Abundance,,,0.71576236
AT5G67190,,regulates,AT4G27560,,2hr,TF-Abundance,,,0.689146989
AT5G67190,,regulates,AT4G39510,,2hr,TF-Abundance,,,0.690429196
AT5G67190,,regulates,AT5G06700,,2hr,TF-Abundance,,,0.842340514
AT5G67190,,regulates,AT5G22390,,2hr,TF-Abundance,,,0.623232839
AT5G67190,,regulates,AT5G41590,,2hr,TF-Abundance,,,0.589801679
AT1G01720,,regulates,AT1G18330,,4hr,TF-Abundance,,,0.751765813
AT1G01720,,regulates,AT1G33790,,4hr,TF-Abundance,,,0.729069181
AT1G01720,,regulates,AT1G52200,,4hr,TF-Abundance,,,0.681090307
AT1G01720,,regulates,AT1G64950,,4hr,TF-Abundance,,,0.716744108
AT1G01720,,regulates,AT1G71030,,4hr,TF-Abundance,,,0.761399914
AT1G01720,,regulates,AT1G76600,,4hr,TF-Abundance,,,0.732217928
AT1G01720,,regulates,AT1G77450,,4hr,TF-Abundance,,,0.965700257
AT1G01720,,regulates,AT1G79410,,4hr,TF-Abundance,,,0.721271032
AT1G01720,,regulates,AT2G32240,,4hr,TF-Abundance,,,0.75239544
AT1G01720,,regulates,AT2G44340,,4hr,TF-Abundance,,,0.773917324
AT1G01720,,regulates,AT3G56260,,4hr,TF-Abundance,,,0.76369213
AT1G01720,,regulates,AT4G12300,,4hr,TF-Abundance,,,0.826906392
AT1G01720,,regulates,AT5G43450,,4hr,TF-Abundance,,,0.773371954
AT1G01720,,regulates,AT5G48620,,4hr,TF-Abundance,,,0.682389573
AT1G01720,,regulates,AT5G52830,,4hr,TF-Abundance,,,0.575346408
AT1G03800,,regulates,AT1G63050,,4hr,TF-Abundance,,,0.619605744
AT1G03800,,regulates,AT1G72175,,4hr,TF-Abundance,,,0.620077708
AT1G03800,,regulates,AT2G25010,,4hr,TF-Abundance,,,0.522108464
AT1G03800,,regulates,AT3G23640,,4hr,TF-Abundance,,,0.649349194
AT1G03800,,regulates,AT3G45140,,4hr,TF-Abundance,,,0.657214589
AT1G03800,,regulates,AT3G54110,,4hr,TF-Abundance,,,0.566018796
AT1G03800,,regulates,AT4G22217,,4hr,TF-Abundance,,,0.62440508
AT1G03800,,regulates,AT5G05460,,4hr,TF-Abundance,,,0.644039783
AT1G03800,,regulates,AT5G57785,,4hr,TF-Abundance,,,0.519666055
AT1G04240,,regulates,AT1G11545,,4hr,TF-Abundance,,,0.783525498
AT1G04240,,regulates,AT1G13960,,4hr,TF-Abundance,,,0.813084667
AT1G04240,,regulates,AT1G29340,,4hr,TF-Abundance,,,0.796542959
AT1G04240,,regulates,AT1G29500,,4hr,TF-Abundance,,,0.863894754
AT1G04240,,regulates,AT1G29660,,4hr,TF-Abundance,,,0.833154846
AT1G04240,,regulates,AT1G64640,,4hr,TF-Abundance,,,0.812281046
AT1G04240,,regulates,AT1G70370,,4hr,TF-Abundance,,,0.861348068
AT1G04240,,regulates,AT1G77450,,4hr,TF-Abundance,,,0.629600232
AT1G04240,,regulates,AT1G78230,,4hr,TF-Abundance,,,0.843587747
AT1G04240,,regulates,AT2G27030,,4hr,TF-Abundance,,,0.826659639
AT1G04240,,regulates,AT2G40610,,4hr,TF-Abundance,,,0.779122544
AT1G04240,,regulates,AT3G04420,,4hr,TF-Abundance,,,0.671185255
AT1G04240,,regulates,AT3G05490,,4hr,TF-Abundance,,,0.796449276
AT1G04240,,regulates,AT3G06150,,4hr,TF-Abundance,,,0.82311227
AT1G04240,,regulates,AT3G07470,,4hr,TF-Abundance,,,0.820537718
AT1G04240,,regulates,AT3G09820,,4hr,TF-Abundance,,,0.777729973
AT1G04240,,regulates,AT3G11700,,4hr,TF-Abundance,,,0.918501332
AT1G04240,,regulates,AT3G12110,,4hr,TF-Abundance,,,0.804286336
AT1G04240,,regulates,AT3G13520,,4hr,TF-Abundance,,,0.827153235
AT1G04240,,regulates,AT3G14230,,4hr,TF-Abundance,,,0.669117277
AT1G04240,,regulates,AT3G46640,,4hr,TF-Abundance,,,0.59291196
AT1G04240,,regulates,AT3G54810,,4hr,TF-Abundance,,,0.733769534
AT1G04240,,regulates,AT3G57450,,4hr,TF-Abundance,,,0.784501155
AT1G04240,,regulates,AT3G58120,,4hr,TF-Abundance,,,0.613813822
AT1G04240,,regulates,AT3G61830,,4hr,TF-Abundance,,,0.896650123
AT1G04240,,regulates,AT3G62720,,4hr,TF-Abundance,,,0.833697399
AT1G04240,,regulates,AT4G01950,,4hr,TF-Abundance,,,0.933750143
AT1G04240,,regulates,AT4G17500,,4hr,TF-Abundance,,,0.598430414
AT1G04240,,regulates,AT4G31800,,4hr,TF-Abundance,,,0.809211734
AT1G04240,,regulates,AT4G32280,,4hr,TF-Abundance,,,0.654387724
AT1G04240,,regulates,AT5G09970,,4hr,TF-Abundance,,,0.787267539
AT1G04240,,regulates,AT5G25190,,4hr,TF-Abundance,,,0.937042003
AT1G04240,,regulates,AT5G37770,,4hr,TF-Abundance,,,0.912346652
AT1G04240,,regulates,AT5G48900,,4hr,TF-Abundance,,,0.931037148
AT1G04240,,regulates,AT5G52830,,4hr,TF-Abundance,,,0.58519836
AT1G04240,,regulates,AT5G65410,,4hr,TF-Abundance,,,0.645827183
AT1G06160,,regulates,AT1G07420,,4hr,TF-Abundance,,,0.791237331
AT1G06160,,regulates,AT1G19350,,4hr,TF-Abundance,,,0.671416896
AT1G06160,,regulates,AT1G27020,,4hr,TF-Abundance,,,0.776817042
AT1G06160,,regulates,AT1G30360,,4hr,TF-Abundance,,,0.804917557
AT1G06160,,regulates,AT1G35580,,4hr,TF-Abundance,,,0.7946024
AT1G06160,,regulates,AT1G53635,,4hr,TF-Abundance,,,0.80195911
AT1G06160,,regulates,AT1G54740,,4hr,TF-Abundance,,,0.886530286
AT1G06160,,regulates,AT1G75960,,4hr,TF-Abundance,,,0.783461747
AT1G06160,,regulates,AT2G15890,,4hr,TF-Abundance,,,0.84953415
AT1G06160,,regulates,AT2G17730,,4hr,TF-Abundance,,,0.812598248
AT1G06160,,regulates,AT2G47460,,4hr,TF-Abundance,,,0.807803764
AT1G06160,,regulates,AT3G04420,,4hr,TF-Abundance,,,0.847762002
AT1G06160,,regulates,AT3G13750,,4hr,TF-Abundance,,,0.803784045
AT1G06160,,regulates,AT4G08555,,4hr,TF-Abundance,,,0.786574865
AT1G06160,,regulates,AT4G39675,,4hr,TF-Abundance,,,0.877161194
AT1G06160,,regulates,AT5G24890,,4hr,TF-Abundance,,,0.821198355
AT1G06160,,regulates,AT5G25280,,4hr,TF-Abundance,,,0.784309496
AT1G06180,,regulates,AT1G67030,,4hr,TF-Abundance,,,0.932308729
AT1G06180,,regulates,AT2G40750,,4hr,TF-Abundance,,,0.695570554
AT1G06180,,regulates,AT3G22840,,4hr,TF-Abundance,,,0.800335591
AT1G06180,,regulates,AT3G55120,,4hr,TF-Abundance,,,0.676081531
AT1G06180,,regulates,AT3G61220,,4hr,TF-Abundance,,,0.751084681
AT1G06180,,regulates,AT4G12320,,4hr,TF-Abundance,,,0.653237948
AT1G06180,,regulates,AT4G27560,,4hr,TF-Abundance,,,0.781784893
AT1G06180,,regulates,AT5G20730,,4hr,TF-Abundance,,,0.749862482
AT1G06180,,regulates,AT5G41910,,4hr,TF-Abundance,,,0.727623615
AT1G06850,,regulates,AT1G28660,,4hr,TF-Abundance,,,0.844258554
AT1G06850,,regulates,AT1G34190,,4hr,TF-Abundance,,,0.602964749
AT1G06850,,regulates,AT2G01530,,4hr,TF-Abundance,,,0.96742169
AT1G06850,,regulates,AT2G05940,,4hr,TF-Abundance,,,0.937119127
AT1G06850,,regulates,AT2G23130,,4hr,TF-Abundance,,,0.862856541
AT1G06850,,regulates,AT2G27080,,4hr,TF-Abundance,,,0.904910683
AT1G06850,,regulates,AT2G33580,,4hr,TF-Abundance,,,0.908938289
AT1G06850,,regulates,AT3G15500,,4hr,TF-Abundance,,,0.7814419
AT1G06850,,regulates,AT3G25230,,4hr,TF-Abundance,,,0.817598592
AT1G06850,,regulates,AT3G54000,,4hr,TF-Abundance,,,0.968185177
AT1G06850,,regulates,AT3G54990,,4hr,TF-Abundance,,,0.686329586
AT1G06850,,regulates,AT3G55420,,4hr,TF-Abundance,,,0.886443735
AT1G06850,,regulates,AT3G56200,,4hr,TF-Abundance,,,0.825125555
AT1G06850,,regulates,AT4G26488,,4hr,TF-Abundance,,,0.836053337
AT1G06850,,regulates,AT4G26760,,4hr,TF-Abundance,,,0.814607979
AT1G06850,,regulates,AT4G27652,,4hr,TF-Abundance,,,0.960185821
AT1G06850,,regulates,AT5G16730,,4hr,TF-Abundance,,,0.843715558
AT1G06850,,regulates,AT5G36002,,4hr,TF-Abundance,,,0.981344746
AT1G07520,,regulates,AT1G49820,,4hr,TF-Abundance,,,0.579857421
AT1G07520,,regulates,AT2G30230,,4hr,TF-Abundance,,,0.551843085
AT1G07520,,regulates,AT3G23750,,4hr,TF-Abundance,,,0.54511686
AT1G13260,,regulates,AT1G13245,,4hr,TF-Abundance,,,1
AT1G13260,,regulates,AT1G28520,,4hr,TF-Abundance,,,0.622773799
AT1G13260,,regulates,AT1G65590,,4hr,TF-Abundance,,,0.602439547
AT1G13260,,regulates,AT2G33380,,4hr,TF-Abundance,,,0.587111304
AT1G13260,,regulates,AT3G60200,,4hr,TF-Abundance,,,0.706641618
AT1G13260,,regulates,AT4G22710,,4hr,TF-Abundance,,,0.64462397
AT1G13260,,regulates,AT5G05440,,4hr,TF-Abundance,,,0.612949919
AT1G13260,,regulates,AT5G37660,,4hr,TF-Abundance,,,0.794070396
AT1G14580,,regulates,AT1G01470,,4hr,TF-Abundance,,,0.73096641
AT1G14580,,regulates,AT1G07985,,4hr,TF-Abundance,,,0.625113169
AT1G14580,,regulates,AT1G20980,,4hr,TF-Abundance,,,0.77537342
AT1G14580,,regulates,AT1G26450,,4hr,TF-Abundance,,,0.697245738
AT1G14580,,regulates,AT1G63050,,4hr,TF-Abundance,,,0.822295307
AT1G14580,,regulates,AT1G70830,,4hr,TF-Abundance,,,0.939432728
AT1G14580,,regulates,AT1G80760,,4hr,TF-Abundance,,,0.731239459
AT1G14580,,regulates,AT2G25980,,4hr,TF-Abundance,,,0.646321756
AT1G14580,,regulates,AT3G11110,,4hr,TF-Abundance,,,0.693194375
AT1G14580,,regulates,AT3G45140,,4hr,TF-Abundance,,,0.707099629
AT1G14580,,regulates,AT5G05880,,4hr,TF-Abundance,,,0.801985625
AT1G14580,,regulates,AT5G41600,,4hr,TF-Abundance,,,0.911158154
AT1G14580,,regulates,AT5G47030,,4hr,TF-Abundance,,,0.786017917
AT1G14580,,regulates,AT5G57785,,4hr,TF-Abundance,,,0.681072087
AT1G16060,,regulates,AT3G54220,,4hr,TF-Abundance,,,0.939787167
AT1G16060,,regulates,AT4G38860,,4hr,TF-Abundance,,,0.651633845
AT1G16060,,regulates,AT5G01990,,4hr,TF-Abundance,,,0.660387072
AT1G16060,,regulates,AT5G62440,,4hr,TF-Abundance,,,0.575675996
AT1G16060,,regulates,AT5G64460,,4hr,TF-Abundance,,,0.678041214
AT1G18330,,regulates,AT1G20190,,4hr,TF-Abundance,,,0.659904879
AT1G18330,,regulates,AT1G20693,,4hr,TF-Abundance,,,0.632329272
AT1G18330,,regulates,AT1G48120,,4hr,TF-Abundance,,,0.790357437
AT1G18330,,regulates,AT1G49320,,4hr,TF-Abundance,,,0.85795768
AT1G18330,,regulates,AT1G76600,,4hr,TF-Abundance,,,0.751270525
AT1G18330,,regulates,AT1G77450,,4hr,TF-Abundance,,,0.794423514
AT1G18330,,regulates,AT2G29450,,4hr,TF-Abundance,,,0.869234488
AT1G18330,,regulates,AT2G30100,,4hr,TF-Abundance,,,0.781978144
AT1G18330,,regulates,AT2G44340,,4hr,TF-Abundance,,,0.835402628
AT1G18330,,regulates,AT3G15210,,4hr,TF-Abundance,,,0.892614419
AT1G18330,,regulates,AT3G18990,,4hr,TF-Abundance,,,0.705941129
AT1G18330,,regulates,AT3G23170,,4hr,TF-Abundance,,,0.597876021
AT1G18330,,regulates,AT3G54220,,4hr,TF-Abundance,,,0.625551414
AT1G18330,,regulates,AT4G03415,,4hr,TF-Abundance,,,0.662932601
AT1G18330,,regulates,AT4G18390,,4hr,TF-Abundance,,,0.636311078
AT1G18330,,regulates,AT4G33580,,4hr,TF-Abundance,,,0.598947944
AT1G18330,,regulates,AT5G07280,,4hr,TF-Abundance,,,0.729314115
AT1G18330,,regulates,AT5G08130,,4hr,TF-Abundance,,,0.642393334
AT1G18330,,regulates,AT5G10625,,4hr,TF-Abundance,,,0.66888386
AT1G18330,,regulates,AT5G11920,,4hr,TF-Abundance,,,0.82040051
AT1G18330,,regulates,AT5G41060,,4hr,TF-Abundance,,,0.775141038
AT1G18330,,regulates,AT5G43450,,4hr,TF-Abundance,,,0.778302919
AT1G18330,,regulates,AT5G44910,,4hr,TF-Abundance,,,0.807571276
AT1G18570,,regulates,AT1G28360,,4hr,TF-Abundance,,,0.696669744
AT1G18570,,regulates,AT1G44830,,4hr,TF-Abundance,,,0.979857756
AT1G18570,,regulates,AT1G61100,,4hr,TF-Abundance,,,0.661344769
AT1G18570,,regulates,AT1G72940,,4hr,TF-Abundance,,,0.73382209
AT1G18570,,regulates,AT1G75440,,4hr,TF-Abundance,,,0.649650136
AT1G18570,,regulates,AT1G77640,,4hr,TF-Abundance,,,0.638516316
AT1G18570,,regulates,AT2G39900,,4hr,TF-Abundance,,,0.77082781
AT1G18570,,regulates,AT3G18710,,4hr,TF-Abundance,,,0.7561217
AT1G18570,,regulates,AT3G45640,,4hr,TF-Abundance,,,0.670926734
AT1G18570,,regulates,AT5G03140,,4hr,TF-Abundance,,,0.667711612
AT1G18570,,regulates,AT5G50010,,4hr,TF-Abundance,,,0.804566106
AT1G18570,,regulates,AT5G57220,,4hr,TF-Abundance,,,0.713284696
AT1G19350,,regulates,AT1G30690,,4hr,TF-Abundance,,,0.841285633
AT1G19350,,regulates,AT1G55330,,4hr,TF-Abundance,,,0.904969205
AT1G19350,,regulates,AT1G67750,,4hr,TF-Abundance,,,0.684126121
AT1G19350,,regulates,AT1G76160,,4hr,TF-Abundance,,,0.751113062
AT1G19350,,regulates,AT2G46710,,4hr,TF-Abundance,,,0.771073865
AT1G19350,,regulates,AT2G47070,,4hr,TF-Abundance,,,0.800332258
AT1G19350,,regulates,AT4G09160,,4hr,TF-Abundance,,,0.743215249
AT1G20640,,regulates,AT1G49750,,4hr,TF-Abundance,,,0.687863421
AT1G20640,,regulates,AT3G59800,,4hr,TF-Abundance,,,0.729078268
AT1G20693,,regulates,AT1G49860,,4hr,TF-Abundance,,,0.710019015
AT1G20693,,regulates,AT1G51700,,4hr,TF-Abundance,,,0.631868605
AT1G20693,,regulates,AT1G54217,,4hr,TF-Abundance,,,0.956250562
AT1G20693,,regulates,AT1G62300,,4hr,TF-Abundance,,,0.680385033
AT1G20693,,regulates,AT1G67030,,4hr,TF-Abundance,,,0.621252914
AT1G20693,,regulates,AT2G36390,,4hr,TF-Abundance,,,0.805558353
AT1G20693,,regulates,AT2G42300,,4hr,TF-Abundance,,,0.656823617
AT1G20693,,regulates,AT3G02890,,4hr,TF-Abundance,,,1
AT1G20693,,regulates,AT3G14230,,4hr,TF-Abundance,,,0.674745166
AT1G20693,,regulates,AT3G18990,,4hr,TF-Abundance,,,0.684664587
AT1G20693,,regulates,AT4G17880,,4hr,TF-Abundance,,,0.651438515
AT1G20693,,regulates,AT5G07580,,4hr,TF-Abundance,,,0.64085528
AT1G20693,,regulates,AT5G23660,,4hr,TF-Abundance,,,0.599426771
AT1G20693,,regulates,AT5G39660,,4hr,TF-Abundance,,,0.74540631
AT1G20693,,regulates,AT5G47390,,4hr,TF-Abundance,,,0.656031958
AT1G20980,,regulates,AT1G01800,,4hr,TF-Abundance,,,0.749199833
AT1G20980,,regulates,AT1G05835,,4hr,TF-Abundance,,,0.891202333
AT1G20980,,regulates,AT1G07985,,4hr,TF-Abundance,,,0.621664982
AT1G20980,,regulates,AT1G14580,,4hr,TF-Abundance,,,0.688842189
AT1G20980,,regulates,AT1G16300,,4hr,TF-Abundance,,,0.627962185
AT1G20980,,regulates,AT1G17345,,4hr,TF-Abundance,,,0.729077864
AT1G20980,,regulates,AT1G59940,,4hr,TF-Abundance,,,0.649904842
AT1G20980,,regulates,AT1G70830,,4hr,TF-Abundance,,,0.642703838
AT1G20980,,regulates,AT1G74150,,4hr,TF-Abundance,,,0.649739097
AT1G20980,,regulates,AT2G03760,,4hr,TF-Abundance,,,0.87565162
AT1G20980,,regulates,AT2G15490,,4hr,TF-Abundance,,,0.732882339
AT1G20980,,regulates,AT2G22880,,4hr,TF-Abundance,,,0.642649782
AT1G20980,,regulates,AT2G45680,,4hr,TF-Abundance,,,0.650913907
AT1G20980,,regulates,AT3G13380,,4hr,TF-Abundance,,,0.913458747
AT1G20980,,regulates,AT3G18080,,4hr,TF-Abundance,,,0.83945489
AT1G20980,,regulates,AT3G18280,,4hr,TF-Abundance,,,0.865958044
AT1G20980,,regulates,AT4G25620,,4hr,TF-Abundance,,,0.729284662
AT1G20980,,regulates,AT4G36780,,4hr,TF-Abundance,,,0.826296549
AT1G20980,,regulates,AT5G05460,,4hr,TF-Abundance,,,0.651111671
AT1G20980,,regulates,AT5G17860,,4hr,TF-Abundance,,,0.647655642
AT1G20980,,regulates,AT5G41600,,4hr,TF-Abundance,,,0.716882659
AT1G20980,,regulates,AT5G54390,,4hr,TF-Abundance,,,0.818904773
AT1G20980,,regulates,AT5G57785,,4hr,TF-Abundance,,,1
AT1G20980,,regulates,AT5G60360,,4hr,TF-Abundance,,,0.695095987
AT1G27370,,regulates,AT1G49630,,4hr,TF-Abundance,,,0.561442187
AT1G27370,,regulates,AT2G06855,,4hr,TF-Abundance,,,0.585475962
AT1G27370,,regulates,AT2G34190,,4hr,TF-Abundance,,,0.519359507
AT1G27370,,regulates,AT5G49330,,4hr,TF-Abundance,,,0.518924395
AT1G27730,,regulates,AT2G20150,,4hr,TF-Abundance,,,0.6394238
AT1G27730,,regulates,AT4G16780,,4hr,TF-Abundance,,,0.61160167
AT1G27730,,regulates,AT4G25470,,4hr,TF-Abundance,,,0.635155438
AT1G27730,,regulates,AT4G31370,,4hr,TF-Abundance,,,0.633576393
AT1G28360,,regulates,AT1G06160,,4hr,TF-Abundance,,,0.687909865
AT1G28360,,regulates,AT1G07090,,4hr,TF-Abundance,,,0.604422417
AT1G28360,,regulates,AT1G18570,,4hr,TF-Abundance,,,0.802780007
AT1G28360,,regulates,AT1G20980,,4hr,TF-Abundance,,,0.61036974
AT1G28360,,regulates,AT1G64065,,4hr,TF-Abundance,,,0.579265026
AT1G28360,,regulates,AT1G64670,,4hr,TF-Abundance,,,0.722527297
AT1G28360,,regulates,AT1G75440,,4hr,TF-Abundance,,,0.739628053
AT1G28360,,regulates,AT2G31010,,4hr,TF-Abundance,,,0.661744471
AT1G28360,,regulates,AT3G05160,,4hr,TF-Abundance,,,0.819406904
AT1G28360,,regulates,AT3G17860,,4hr,TF-Abundance,,,0.654281959
AT1G28360,,regulates,AT3G23170,,4hr,TF-Abundance,,,0.603969977
AT1G28360,,regulates,AT3G23750,,4hr,TF-Abundance,,,0.538771489
AT1G28360,,regulates,AT3G52870,,4hr,TF-Abundance,,,0.738924883
AT1G28360,,regulates,AT4G18205,,4hr,TF-Abundance,,,0.662193483
AT1G28360,,regulates,AT4G24275,,4hr,TF-Abundance,,,0.647589586
AT1G28360,,regulates,AT4G37260,,4hr,TF-Abundance,,,0.769214642
AT1G28360,,regulates,AT5G08790,,4hr,TF-Abundance,,,0.746319641
AT1G28360,,regulates,AT5G10510,,4hr,TF-Abundance,,,0.878085146
