"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","Outdegree","PartnerOfMultiEdgedNodePairs","selected","SelfLoops","shared name","Stress"
"0.0","0.0","0.0","0.0","0","1","1","false","RPL21E","44.0","0","0","false","0","AT1G57660","0"
"0.0","0.0","0.0","0.0","0","2","2","false","AT2G36580","39.0","0","0","false","0","AT2G36580","0"
"0.0","0.0","0.0","0.0","0","1","1","false","PDX12","44.0","0","0","false","0","AT3G16050","0"
"0.0","0.0","0.0","0.5","0","2","2","false","RPL34C","56.0","0","0","false","0","AT3G28900","0"
"0.0","0.0","0.0","0.0","0","1","1","false","RPL11C","44.0","0","0","false","0","AT3G58700","0"
"0.0","0.0","0.0","0.0","0","1","1","false","HSP90-7","44.0","0","0","false","0","AT4G24190","0"
"0.0","0.0","0.0","0.0","0","3","3","false","AT4G24805","35.0","0","0","false","0","AT4G24805","0"
"0.0","0.0","0.0","0.0","0","2","2","false","ENH1","44.5","0","0","false","0","AT5G17170","0"
"5.8675427617855656","0.0","0.1704290945287781","0.005263157894736842","10","20","0","false","HDT1","3.7","20","0","false","0","AT3G44750","0"
"0.0","0.0","0.0","0.0","0","2","2","false","RPL23A","55.5","0","0","false","0","AT1G04480","0"
"0.0","0.0","0.0","0.16666666666666666","0","3","3","false","ECA4","17.666666666666668","0","0","false","0","AT1G07670","0"
"0.0","0.0","0.0","0.06666666666666667","0","6","6","false","RPL41G","47.833333333333336","0","0","false","0","AT1G56045","0"
"0.0","0.0","0.0","0.0","0","2","2","false","PAT22","23.5","0","0","false","0","AT1G69420","0"
"0.0","0.0","0.0","0.0","0","1","1","false","GDU4","20.0","0","0","false","0","AT2G24762","0"
"0.0","0.0","0.0","0.0","0","1","1","false","RGP1","20.0","0","0","false","0","AT3G02230","0"
"0.0","0.0","0.0","0.25","0","4","4","false","AT3G12965","85.0","0","0","false","0","AT3G12965","0"
"0.0","0.0","0.0","0.0","0","3","3","false","RACK1C","63.0","0","0","false","0","AT3G18130","0"
