geno,treatment,day,cell_type,image,position,cumm_len,cell_len,date,notes
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,15,124.643,8.344,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,16,129.694,5.051,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,17,134.693,4.999,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,18,140.505,5.812,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,19,145.503,4.998,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,20,151.33,5.827,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,21,154.236,2.906,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,22,161.305,7.069,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,23,168.411,7.106,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,24,174.223,5.812,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,25,181.329,7.106,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,26,190.057,8.728,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,27,199.199,9.142,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,28,207.502,8.303,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,29,215.389,7.887,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,30,223.288,7.899,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,31,230.357,7.069,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,32,238.256,7.899,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,33,245.314,7.058,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,34,252.371,7.057,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,35,259.889,7.518,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,36,268.285,8.396,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,37,274.979,6.694,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,38,282.497,7.518,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,39,290.395,7.898,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,40,302.027,11.632,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,41,317.807,15.78,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,42,327.951,10.144,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,43,336.993,9.042,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,44,346.541,9.548,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,45,355.759,9.218,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,46,371.141,15.382,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,47,388.996,17.855,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,48,406.847,17.851,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,49,429.28,22.433,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,50,454.725,25.445,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,51,474.651,19.926,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,52,507.098,32.447,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,53,544.066,36.968,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,54,584.751,40.685,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,55,619.822,35.071,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,56,668.871,49.049,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,57,742.452,73.581,20220225,
WT,control,7,cortex_meristem,20220225_WT_mer_3.lsm,58,818.607,76.155,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,1,8.933,8.933,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,2,20.621,11.688,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,3,31.306,10.685,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,4,39.559,8.253,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,5,45.841,6.282,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,6,50.482,4.641,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,7,60.894,10.412,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,8,67.244,6.35,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,9,72.657,5.413,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,10,78.528,5.871,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,11,83.113,4.585,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,12,88.163,5.05,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,13,92.335,4.172,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,14,97.386,5.051,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,15,101.558,4.172,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,16,105.73,4.172,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,17,112.836,7.106,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,18,121.642,8.806,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,19,128.699,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,20,133.681,4.982,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,21,137.832,4.151,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,22,142.004,4.172,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,23,146.176,4.172,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,24,151.175,4.999,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,25,155.76,4.585,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,26,162.001,6.241,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,27,168.656,6.655,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,28,173.638,4.982,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,29,178.619,4.981,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,30,182.379,3.76,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,31,186.964,4.585,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,32,190.7,3.736,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,33,197.757,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,34,205.645,7.888,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,35,212.702,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,36,218.929,6.227,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,37,224.756,5.827,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,38,229.737,4.981,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,39,233.909,4.172,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,40,239.322,5.413,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,41,245.977,6.655,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,42,252.218,6.241,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,43,259.275,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,44,265.087,5.812,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,45,270.499,5.412,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,46,280.91,10.411,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,47,290.043,9.133,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,48,298.771,8.728,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,49,306.658,7.887,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,50,318.289,11.631,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,51,329.98,11.691,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,52,343.704,13.724,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,53,357.843,14.139,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,54,371.964,14.121,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,55,384.445,12.481,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,56,398.981,14.536,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,57,412.272,13.291,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,58,425.971,13.699,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,59,450.552,24.581,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,60,478.415,27.863,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,61,505.892,27.477,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,62,533.604,27.712,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,63,573.5,39.896,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,64,613.639,40.139,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,65,666.197,52.558,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_1.lsm,66,789.447,123.25,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,1,6.458,6.458,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,2,14.443,7.985,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,3,21.007,6.564,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,4,30.477,9.47,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,5,32.621,2.144,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,6,37.872,5.251,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,7,43.332,5.46,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,8,48.745,5.413,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,9,56.229,7.484,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,10,63.335,7.106,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,11,68.385,5.05,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,12,72.971,4.586,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,13,78.39,5.419,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,14,80.902,2.512,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,15,87.971,7.069,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,16,94.665,6.694,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,17,100.078,5.413,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,18,104.25,4.172,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,19,110.944,6.694,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,20,114.68,3.736,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,21,118.507,3.827,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,22,123.074,4.567,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,23,126.901,3.827,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,24,132.314,5.413,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,25,138.14,5.826,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,26,144.422,6.282,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,27,150.663,6.241,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,28,155.662,4.999,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,29,160.644,4.982,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,30,165.689,5.045,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,31,171.501,5.812,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,32,177.741,6.24,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,33,183.28,5.539,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,34,187.77,4.49,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,35,193.815,6.045,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,36,199.944,6.129,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,37,205.404,5.46,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,38,209.638,4.234,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,39,214.223,4.585,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,40,221.293,7.07,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,41,227.337,6.044,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,42,232.319,4.982,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,43,237.317,4.998,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,44,243.973,6.656,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,45,248.558,4.585,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,46,254.502,5.944,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,47,259.143,4.641,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,48,266.309,7.166,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,49,272.536,6.227,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,50,279.594,7.058,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,51,285.834,6.24,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,52,292.528,6.694,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,53,298.769,6.241,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,54,308.81,10.041,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,55,317.952,9.142,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,56,324.646,6.694,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,57,332.577,7.931,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,58,340.061,7.484,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,59,347.13,7.069,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,60,355.191,8.061,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,61,362.675,7.484,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,62,370.159,7.484,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,63,383.45,13.291,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,64,395.904,12.454,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,65,409.628,13.724,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,66,420.007,10.379,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,67,429.97,9.963,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,68,439.599,9.629,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,69,459.114,19.515,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,70,475.725,16.611,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,71,490.67,14.945,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,72,511.028,20.358,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,73,528.469,17.441,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,74,548.138,19.669,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,75,568.082,19.944,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,76,588.424,20.342,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,77,610.074,21.65,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,78,636.348,26.274,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,79,662.514,26.166,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,80,710.077,47.563,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,81,768.499,58.422,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,82,853.568,85.069,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_3.lsm,83,935.778,82.21,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,1,9.412,9.412,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,2,17.167,7.755,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,3,26.751,9.584,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,4,37.419,10.668,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,5,46.471,9.052,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,6,52.821,6.35,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,7,57.956,5.135,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,8,64.183,6.227,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,9,72.65,8.467,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,10,78.932,6.282,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,11,82.253,3.321,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,12,89.1,6.847,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,13,92.447,3.347,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,14,96.619,4.172,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,15,103.312,6.693,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,16,107.049,3.737,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,17,111.282,4.233,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,18,116.695,5.413,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,19,123.764,7.069,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,20,130.005,6.241,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,21,137.489,7.484,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,22,143.301,5.812,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,23,148.282,4.981,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,24,153.679,5.397,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,25,159.906,6.227,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,26,164.548,4.642,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,27,170.359,5.811,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,28,175.41,5.051,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,29,179.167,3.757,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,30,182.513,3.346,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,31,187.927,5.414,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,32,191.272,3.345,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,33,198.329,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,34,205.386,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,35,211.613,6.227,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,36,218.67,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,37,226.154,7.484,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,38,231.153,4.999,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,39,238.637,7.484,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,40,245.292,6.655,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,41,252.05,6.758,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,42,257.878,5.828,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,43,264.935,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,44,271.162,6.227,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,45,277.804,6.642,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,46,282.854,5.05,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,47,291.167,8.313,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,48,299.47,8.303,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,49,305.82,6.35,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,50,314.548,8.728,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,51,321.922,7.374,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,52,330.469,8.547,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,53,337.162,6.693,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,54,344.329,7.167,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,55,350.679,6.35,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,56,357.736,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,57,365.209,7.473,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,58,372.315,7.106,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,59,386.119,13.804,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,60,399.046,12.927,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,61,411.942,12.896,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,62,424.506,12.564,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,63,435.684,11.178,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,64,452.007,16.323,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,65,467.51,15.503,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,66,483.333,15.823,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,67,500.95,17.617,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,68,516.446,15.496,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,69,533.592,17.146,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,70,554.001,20.409,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,71,572.848,18.847,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,72,599.882,27.034,20220225,
