geno,treatment,day,cell_type,image,position,cumm_len,cell_len,date,notes
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,73,628.115,28.233,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,74,661.418,33.303,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,75,693.237,31.819,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,76,725.374,32.137,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_4.lsm,77,768.296,42.922,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,1,9.682,9.682,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,2,20.476,10.794,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,3,27.832,7.356,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,4,34.791,6.959,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,5,42.366,7.575,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,6,50.711,8.345,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,7,57.877,7.166,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,8,65.398,7.521,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,9,71.829,6.431,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,10,78.07,6.241,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,11,83.467,5.397,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,12,88.517,5.05,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,13,93.499,4.982,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,14,99.311,5.812,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,15,103.877,4.566,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,16,109.416,5.539,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,17,117.729,8.313,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,18,126.446,8.717,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,19,136.858,10.412,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,20,145.161,8.303,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,21,153.967,8.806,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,22,163.93,9.963,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,23,170.572,6.642,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,24,176.799,6.227,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,25,182.196,5.397,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,26,188.437,6.241,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,27,194.263,5.826,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,28,198.849,4.586,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,29,205.076,6.227,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,30,210.488,5.412,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,31,217.546,7.058,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,32,223.773,6.227,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,33,230.428,6.655,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,34,235.888,5.46,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,35,240.454,4.566,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,36,245.04,4.586,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,37,250.852,5.812,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,38,255.024,4.172,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,39,262.955,7.931,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,40,270.012,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,41,277.081,7.069,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,42,283.775,6.694,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,43,290.002,6.227,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,44,297.059,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,45,309.098,12.039,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,46,315.325,6.227,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,47,322.844,7.519,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,48,329.486,6.642,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,49,336.543,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,50,343.649,7.106,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,51,351.547,7.898,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,52,359.533,7.986,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,53,366.603,7.07,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,54,376.989,10.386,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,55,387.783,10.794,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,56,401.074,13.291,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,57,411.989,10.915,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,58,424.443,12.454,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,59,436.925,12.482,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,60,449.386,12.461,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,61,460.187,10.801,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,62,475.968,15.781,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,63,492.988,17.02,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,64,524.583,31.595,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,65,550.739,26.156,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,66,581.055,30.316,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,67,600.725,19.67,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,68,626.961,26.236,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,69,671.573,44.612,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,70,727.803,56.23,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,71,784.792,56.989,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_5.lsm,72,866.044,81.252,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,1,10.041,10.041,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,2,22.022,11.981,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,3,28.067,6.045,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,4,34.511,6.444,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,5,42.093,7.582,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,6,47.621,5.528,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,7,54.794,7.173,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,8,60.621,5.827,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,9,65.666,5.045,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,10,71.494,5.828,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,11,77.32,5.826,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,12,82.716,5.396,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,13,87.715,4.999,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,14,93.175,5.46,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,15,98.987,5.812,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,16,104.122,5.135,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,17,109.172,5.05,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,18,113.739,4.567,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,19,119.568,5.829,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,20,126.256,6.688,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,21,132.911,6.655,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,22,137.893,4.982,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,23,146.611,8.718,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,24,155.006,8.395,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,25,163.309,8.303,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,26,170.793,7.484,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,27,177.035,6.242,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,28,183.677,6.642,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,29,189.548,5.871,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,30,194.546,4.998,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,31,199.132,4.586,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,32,205.787,6.655,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,33,210.786,4.999,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,34,216.598,5.812,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,35,222.423,5.825,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,36,227.422,4.999,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,37,232.819,5.397,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,38,239.474,6.655,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,39,244.871,5.397,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,40,251.111,6.24,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,41,257.352,6.241,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,42,268.146,10.794,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,43,278.117,9.971,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,44,287.26,9.143,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,45,296.817,9.557,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,46,305.95,9.133,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,47,314.678,8.728,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,48,322.15,7.472,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,49,332.563,10.413,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,50,342.534,9.971,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,51,353.774,11.24,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,52,364.99,11.216,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,53,376.199,11.209,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,54,394.483,18.284,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,55,414.065,19.582,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,56,431.091,17.026,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,57,447.329,16.238,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,58,474.325,26.996,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,59,505.878,31.553,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,60,541.574,35.696,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,61,581.276,39.702,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,62,626.485,45.209,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,63,671.505,45.02,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,64,726.242,54.737,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,65,782.555,56.313,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_6.lsm,66,865.095,82.54,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,1,7.985,7.985,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,2,18.094,10.109,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,3,27.962,9.868,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,4,38.232,10.27,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,5,48.816,10.584,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,6,58.098,9.282,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,7,65.265,7.167,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,8,71.208,5.943,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,9,76.605,5.397,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,10,81.246,4.641,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,11,87.19,5.944,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,12,93.018,5.828,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,13,98.016,4.998,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,14,104.844,6.828,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,15,111.922,7.078,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,16,117.333,5.411,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,17,124.39,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,18,129.388,4.998,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,19,136.445,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,20,143.502,7.057,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,21,150.145,6.643,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,22,156.386,6.241,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,23,165.663,9.277,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,24,173.135,7.472,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,25,181.033,7.898,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,26,188.554,7.521,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,27,196.483,7.929,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,28,204.382,7.899,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,29,212.726,8.344,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,30,220.613,7.887,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,31,229.341,8.728,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,32,238.483,9.142,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,33,248.068,9.585,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,34,256.381,8.313,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,35,266.831,10.45,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,36,276.388,9.557,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,37,286.766,10.378,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,38,295.162,8.396,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,39,307.645,12.483,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,40,317.227,9.582,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,41,328.436,11.209,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,42,338.435,9.999,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,43,346.738,8.303,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,44,354.625,7.887,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,45,365.841,11.216,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,46,375.814,9.973,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,47,384.569,8.755,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,48,392.913,8.344,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,49,402.046,9.133,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,50,411.594,9.548,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,51,431.11,19.516,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,52,451.489,20.379,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,53,475.167,23.678,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,54,503.814,28.647,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,55,533.73,29.916,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,56,563.308,29.578,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,57,602.963,39.655,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,58,643.996,41.033,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,59,699.29,55.294,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,60,756.6,57.31,20220225,
gtl1df1,control,7,cortex_meristem,20220225_gtl1df1_mer_7.lsm,61,818.422,61.822,20220225,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,1,8.188,8.188,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,2,14.359,6.171,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,3,21.715,7.356,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,4,27.887,6.172,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,5,34.237,6.35,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,6,41.403,7.166,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,7,48.57,7.167,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,8,57.037,8.467,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,9,65.437,8.4,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,10,73.828,8.391,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,11,81.301,7.473,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,12,86.697,5.396,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,13,91.264,4.567,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,14,97.076,5.812,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,15,101.661,4.585,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,16,107.2,5.539,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,17,111.766,4.566,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,18,116.332,4.566,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,19,121.314,4.982,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,20,125.899,4.585,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,21,130.071,4.172,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,22,135.468,5.397,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,23,139.227,3.759,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,24,145.054,5.827,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,25,149.639,4.585,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,26,154.206,4.567,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,27,158.791,4.585,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,28,162.942,4.151,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,29,167.924,4.982,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,30,172.49,4.566,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,31,176.642,4.152,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,32,182.454,5.812,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,33,189.511,7.057,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,34,198.268,8.757,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,35,205.752,7.484,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,36,210.734,4.982,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,37,214.885,4.151,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,38,222.816,7.931,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,39,229.057,6.241,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,40,234.869,5.812,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,41,240.695,5.826,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,42,246.507,5.812,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,43,252.748,6.241,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,44,258.145,5.397,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,45,263.541,5.396,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,46,268.954,5.413,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,47,278.995,10.041,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,48,289.381,10.386,20220302,
WT,control,7,cortex_meristem,20220302_WT_mer_4.czi,49,298.939,9.558,20220302,
